0.0	0.00	0.0
2.0	0.22	2.8
4.0	0.46	5.8
6.0	0.68	8.6
8.0	0.91	11.4
10.0	1.13	14.3
12.0	1.36	17.2
14.0	1.59	20.2
16.0	1.83	23.3
18.0	2.06	26.3
20.0	2.29	29.3
22.0	2.53	32.5
24.0	2.76	35.7
26.0	3.01	39.0
28.0	3.24	42.3
30.0	3.49	45.8
32.0	3.74	49.3
34.0	3.99	52.9
36.0	4.23	56.6
38.0	4.49	60.2
40.0	4.76	64.4
