3152.79
1,1,1023,2344298,2340205,0,239
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,1
22,13
23,3310
24,8240
25,6297
26,6069
27,6161
28,6501
29,7048
30,6891
31,6994
32,6674
33,6419
34,6316
35,6206
36,6192
37,6210
38,6403
39,6702
40,7318
41,7370
42,7912
43,8440
44,8617
45,9023
46,8626
47,8636
48,8517
49,8303
50,7879
51,7613
52,7447
53,7222
54,6945
55,6851
56,6541
57,6296
58,5936
59,6037
60,5740
61,5725
62,5738
63,5429
64,5565
65,5507
66,5696
67,5600
68,5398
69,5443
70,5461
71,5415
72,5494
73,5546
74,5449
75,5409
76,5501
77,5470
78,5435
79,5573
80,5704
81,5510
82,5707
83,5547
84,5588
85,5585
86,5540
87,5416
88,5444
89,5483
90,5580
91,5374
92,5415
93,5440
94,5444
95,5477
96,5346
97,5376
98,5495
99,5543
100,5482
101,5523
102,5465
103,5509
104,5662
105,5663
106,5569
107,5647
108,5689
109,5941
110,6053
111,6113
112,6190
113,6384
114,6499
115,6631
116,6595
117,6897
118,6956
119,6936
120,7125
121,7109
122,7012
123,7179
124,7322
125,7175
126,7356
127,7224
128,7318
129,7277
130,7212
131,7255
132,7344
133,7251
134,7112
135,7101
136,7293
137,7146
138,7120
139,7049
140,7127
141,7095
142,7054
143,7065
144,6993
145,6946
146,6902
147,7003
148,6877
149,6812
150,6560
151,6721
152,6608
153,6592
154,6638
155,6525
156,6431
157,6316
158,6384
159,6305
160,6218
161,6278
162,6081
163,6146
164,5962
165,6008
166,6019
167,6112
168,5744
169,5868
170,6053
171,5723
172,5674
173,5623
174,5543
175,5578
176,5490
177,5606
178,5467
179,5468
180,5362
181,5256
182,5198
183,5304
184,5334
185,5156
186,5313
187,5266
188,5222
189,5094
190,5096
191,5106
192,5046
193,5066
194,5111
195,5041
196,4998
197,5116
198,4927
199,4854
200,4727
201,4911
202,4892
203,4855
204,4785
205,4754
206,4746
207,4719
208,4712
209,4783
210,4753
211,4750
212,4651
213,4679
214,4691
215,4736
216,4606
217,4541
218,4686
219,4685
220,4626
221,4660
222,4570
223,4560
224,4452
225,4673
226,4560
227,4462
228,4556
229,4411
230,4570
231,4452
232,4499
233,4516
234,4455
235,4430
236,4489
237,4517
238,4510
239,4414
240,4409
241,4442
242,4545
243,4536
244,4397
245,4448
246,4458
247,4458
248,4442
249,4488
250,4651
251,4452
252,4452
253,4516
254,4524
255,4554
256,4574
257,4506
258,4550
259,4641
260,4549
261,4525
262,4563
263,4486
264,4649
265,4608
266,4529
267,4474
268,4669
269,4610
270,4690
271,4602
272,4628
273,4673
274,4561
275,4584
276,4497
277,4440
278,4322
279,4569
280,4343
281,4356
282,4342
283,4199
284,4268
285,4132
286,4008
287,4009
288,3762
289,3602
290,3567
291,3438
292,3405
293,3233
294,3160
295,3024
296,2975
297,2740
298,2702
299,2490
300,2448
301,2467
302,2260
303,2217
304,2032
305,1986
306,2004
307,1865
308,1807
309,1732
310,1578
311,1587
312,1538
313,1445
314,1405
315,1367
316,1339
317,1189
318,1174
319,1169
320,1101
321,1107
322,1025
323,1007
324,997
325,932
326,928
327,955
328,891
329,812
330,851
331,805
332,784
333,734
334,730
335,725
336,699
337,624
338,645
339,600
340,596
341,589
342,547
343,570
344,520
345,519
346,509
347,512
348,523
349,471
350,480
351,531
352,466
353,456
354,482
355,438
356,441
357,510
358,468
359,456
360,512
361,430
362,500
363,510
364,507
365,504
366,504
367,551
368,556
369,609
370,598
371,698
372,690
373,737
374,806
375,845
376,978
377,1049
378,1154
379,1300
380,1346
381,1475
382,1656
383,1802
384,2083
385,2330
386,2601
387,2898
388,3233
389,3593
390,3970
391,4246
392,4821
393,5239
394,5848
395,6483
396,7148
397,7815
398,8339
399,8896
400,9749
401,10294
402,11155
403,11809
404,12575
405,13305
406,13938
407,14670
408,15168
409,16159
410,16467
411,17181
412,17689
413,18066
414,18058
415,18556
416,18647
417,18646
418,18868
419,18830
420,18471
421,18167
422,18025
423,17720
424,17159
425,16639
426,16127
427,15383
428,15035
429,14095
430,13235
431,12610
432,11849
433,11128
434,10432
435,9592
436,8890
