601.76
1,1,1023,961639,960615,0,175
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,1
16,1
17,0
18,0
19,0
20,0
21,1
22,40
23,12964
24,30650
25,22350
26,19887
27,19128
28,17356
29,15544
30,13070
31,10025
32,7615
33,5891
34,4799
35,3833
36,3392
37,2964
38,2804
39,2751
40,2840
41,2959
42,2949
43,3406
44,3415
45,3638
46,3618
47,3695
48,3673
49,3655
50,3695
51,3739
52,3659
53,3825
54,3694
55,3800
56,3673
57,3673
58,3476
59,3415
60,3295
61,3215
62,3136
63,3151
64,3433
65,3560
66,3894
67,4428
68,4993
69,5698
70,6887
71,7896
72,8886
73,10392
74,11552
75,12543
76,13354
77,13814
78,13637
79,13301
80,12480
81,11409
82,10179
83,8986
84,7445
85,6340
86,5379
87,4501
88,3734
89,3255
90,2830
91,2330
92,2258
93,2060
94,1973
95,1902
96,1747
97,1833
98,1724
99,1690
100,1742
101,1671
102,1735
103,1724
104,1729
105,1804
106,1756
107,1788
108,1769
109,1755
110,1701
111,1752
112,1688
113,1673
114,1628
115,1597
116,1696
117,1518
118,1494
119,1494
120,1373
121,1481
122,1388
123,1418
124,1418
125,1410
126,1306
127,1354
128,1253
129,1340
130,1288
131,1311
132,1281
133,1202
134,1289
135,1358
136,1333
137,1292
138,1296
139,1325
140,1341
141,1449
142,1551
143,1544
144,1633
145,1674
146,1796
147,1882
148,1990
149,2080
150,2065
151,2239
152,2376
153,2324
154,2412
155,2388
156,2362
157,2386
158,2311
159,2231
160,2215
161,2184
162,2039
163,1923
164,1824
165,1680
166,1677
167,1532
168,1428
169,1415
170,1307
171,1253
172,1168
173,1164
174,1076
175,1049
176,1038
177,952
178,995
179,915
180,958
181,910
182,903
183,964
184,973
185,958
186,933
187,942
188,885
189,889
190,952
191,953
192,995
193,923
194,978
195,1032
196,1110
197,1080
198,1169
199,1145
200,1291
201,1391
202,1489
203,1550
204,1691
205,1792
206,1967
207,2183
208,2229
209,2458
210,2686
211,2744
212,2960
213,3038
214,3138
215,3319
216,3411
217,3565
218,3505
219,3514
220,3445
221,3455
222,3540
223,3262
224,3197
225,3091
226,2991
227,2832
228,2695
229,2494
230,2418
231,2207
232,2107
233,1832
234,1731
235,1556
236,1466
237,1262
238,1218
239,1127
240,1024
241,996
242,922
243,841
244,865
245,813
246,732
247,752
248,694
249,719
250,701
251,658
252,644
253,705
254,677
255,669
256,712
257,684
258,685
259,696
260,687
261,717
262,751
263,702
264,737
265,699
266,734
267,690
268,706
269,677
270,752
271,659
272,698
273,705
274,703
275,675
276,728
277,688
278,700
279,698
280,683
281,686
282,664
283,659
284,637
285,648
286,646
287,660
288,622
289,568
290,613
291,613
292,614
293,617
294,545
295,593
296,505
297,568
298,529
299,483
300,504
301,491
302,525
303,504
304,478
305,486
306,487
307,471
308,438
309,479
310,486
311,483
312,470
313,474
314,436
315,429
316,472
317,459
318,413
319,412
320,413
321,428
322,417
323,442
324,423
325,449
326,390
327,425
328,445
329,422
330,416
331,388
332,398
333,440
334,387
335,434
336,414
337,402
338,459
339,439
340,451
341,412
342,393
343,400
344,404
345,403
346,370
347,411
348,406
349,406
350,422
351,377
352,393
353,389
354,410
355,381
356,449
357,391
358,394
359,402
360,415
361,399
362,417
363,394
364,381
365,401
366,359
367,408
368,366
369,313
370,366
371,389
372,369
373,349
374,356
375,361
376,351
377,322
378,342
379,326
380,338
381,348
382,353
383,349
384,327
385,340
386,327
387,308
388,313
389,315
390,304
391,331
392,328
393,305
394,328
395,320
396,314
397,296
398,341
399,315
400,288
401,346
402,293
403,300
404,319
405,326
406,307
407,299
408,304
409,321
410,314
411,301
412,327
413,329
414,326
415,353
416,324
417,300
418,301
419,325
420,317
421,338
422,331
423,316
424,338
425,344
426,319
427,390
428,346
429,342
430,300
431,314
432,382
433,386
434,354
435,349
436,345
437,366
438,343
439,324
440,353
441,362
442,341
443,366
444,329
445,332
446,331
447,321
448,347
449,339
450,372
451,330
452,323
453,304
454,333
455,334
456,349
457,352
458,328
459,378
460,356
461,358
462,368
463,363
464,350
465,353
466,376
467,390
468,372
469,425
470,410
471,425
472,470
473,466
474,428
475,470
476,498
477,462
478,463
