601.64
1,1,1023,57679,57678,0,249
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,101
24,173
25,139
26,127
27,121
28,118
29,162
30,162
31,146
32,178
33,173
34,168
35,180
36,185
37,172
38,196
39,197
40,194
41,263
42,243
43,226
44,291
45,278
46,262
47,249
48,269
49,288
50,277
51,270
52,300
53,261
54,233
55,253
56,251
57,238
58,222
59,242
60,238
61,215
62,236
63,219
64,253
65,220
66,245
67,226
68,209
69,194
70,189
71,225
72,217
73,222
74,227
75,250
76,191
77,191
78,212
79,220
80,192
81,213
82,198
83,215
84,211
85,203
86,207
87,205
88,187
89,186
90,189
91,206
92,174
93,196
94,172
95,194
96,182
97,168
98,166
99,141
100,183
101,164
102,164
103,180
104,155
105,147
106,185
107,151
108,157
109,159
110,151
111,168
112,153
113,146
114,153
115,159
116,177
117,155
118,162
119,159
120,175
121,145
122,161
123,161
124,154
125,172
126,174
127,163
128,166
129,169
130,134
131,146
132,167
133,159
134,166
135,161
136,171
137,166
138,178
139,167
140,157
141,142
142,137
143,146
144,155
145,152
146,168
147,151
148,136
149,131
150,163
151,132
152,124
153,131
154,136
155,160
156,137
157,132
158,131
159,141
160,136
161,131
162,132
163,119
164,153
165,154
166,144
167,135
168,112
169,108
170,120
171,120
172,89
173,96
174,108
175,132
176,116
177,124
178,103
179,118
180,100
181,110
182,117
183,109
184,100
185,108
186,87
187,110
188,103
189,113
190,101
191,106
192,110
193,102
194,109
195,80
196,90
197,100
198,100
199,84
200,96
201,86
202,91
203,87
204,101
205,96
206,81
207,95
208,100
209,91
210,82
211,90
212,77
213,96
214,100
215,78
216,93
217,83
218,86
219,91
220,74
221,80
222,88
223,91
224,93
225,74
226,80
227,77
228,75
229,92
230,68
231,87
232,92
233,81
234,82
235,102
236,71
237,71
238,118
239,78
240,98
241,82
242,70
243,82
244,72
245,85
246,65
247,75
248,81
249,84
250,84
251,76
252,84
253,65
254,69
255,61
256,77
257,75
258,71
259,59
260,80
261,65
262,87
263,72
264,64
265,99
266,62
267,71
268,63
269,78
270,76
271,72
272,87
273,73
274,81
275,87
276,68
277,61
278,69
279,79
280,64
281,60
282,62
283,70
284,62
285,81
286,63
287,61
288,62
289,59
290,64
291,71
292,61
293,64
294,68
295,55
296,69
297,80
298,82
299,63
300,61
301,66
302,61
303,46
304,67
305,72
306,65
307,73
308,78
309,61
310,67
311,74
312,78
313,57
314,65
315,71
316,69
317,63
318,69
319,59
320,77
321,64
322,64
323,63
324,54
325,89
326,72
327,74
328,77
329,68
330,75
331,53
332,77
333,79
334,70
335,66
336,81
337,67
338,68
339,73
340,55
341,67
342,75
343,73
344,75
345,66
346,70
347,76
348,62
349,59
350,77
351,58
352,83
353,72
354,72
355,65
356,69
357,70
358,72
359,64
360,84
361,74
362,75
363,57
364,72
365,82
366,74
367,83
368,55
369,82
370,76
371,84
372,79
373,61
374,75
375,71
376,65
377,87
378,93
379,65
380,64
381,56
382,72
383,80
384,68
385,63
386,54
387,72
388,68
389,57
390,60
391,54
392,49
393,49
394,58
395,62
396,66
397,53
398,49
399,60
400,52
401,45
402,55
403,48
404,36
405,38
406,46
407,43
408,38
409,43
410,28
411,17
412,33
413,31
414,32
415,32
416,24
417,28
418,24
419,26
420,38
421,28
422,34
423,25
424,23
425,23
426,19
427,20
428,30
429,26
430,17
431,24
432,18
433,20
434,14
435,17
436,13
437,27
438,29
439,23
440,17
441,15
442,22
443,12
444,12
445,14
446,20
447,18
448,16
449,14
450,10
451,13
452,17
453,14
454,17
455,11
456,15
457,20
458,11
459,11
460,12
461,20
462,10
463,13
464,15
465,11
466,12
467,11
468,9
469,8
470,14
471,12
472,12
473,11
474,18
475,21
476,13
477,18
478,9
479,13
480,10
481,18
482,15
483,18
484,14
485,22
486,25
487,27
488,27
489,22
490,35
491,35
492,32
493,39
494,39
495,43
496,57
497,65
498,56
499,45
500,76
501,81
502,83
503,93
504,84
505,102
506,105
507,128
508,125
509,124
510,136
511,170
512,166
513,173
514,153
515,174
516,172
517,158
518,200
519,190
520,212
521,208
522,270
523,211
524,223
525,248
526,220
527,235
528,245
