627.57
1,1,1023,1988280,1982141,0,266
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,1
16,1
17,1
18,1
19,1
20,0
21,0
22,22
23,1340
24,3859
25,3109
26,3087
27,3379
28,3618
29,4142
30,4438
31,4711
32,4774
33,4746
34,4767
35,4723
36,4717
37,4977
38,5019
39,5275
40,5723
41,5838
42,6370
43,6594
44,6952
45,7087
46,7083
47,6795
48,6466
49,6374
50,6092
51,5807
52,5696
53,5476
54,5382
55,5001
56,4877
57,4753
58,4572
59,4478
60,4386
61,4368
62,4303
63,4282
64,4237
65,4253
66,4265
67,4182
68,4227
69,4265
70,4284
71,4322
72,4465
73,4412
74,4371
75,4345
76,4381
77,4398
78,4439
79,4374
80,4409
81,4589
82,4366
83,4423
84,4568
85,4509
86,4315
87,4493
88,4470
89,4416
90,4538
91,4662
92,4584
93,4675
94,4694
95,4758
96,4865
97,4791
98,4851
99,5061
100,5073
101,5250
102,5437
103,5461
104,5647
105,5729
106,5977
107,6057
108,6157
109,6294
110,6508
111,6507
112,6676
113,6819
114,6658
115,6822
116,6861
117,6847
118,6663
119,6655
120,6636
121,6415
122,6542
123,6527
124,6379
125,6220
126,6326
127,6169
128,6102
129,6095
130,6014
131,6026
132,6024
133,5842
134,5980
135,5741
136,5826
137,5677
138,5569
139,5616
140,5710
141,5604
142,5635
143,5533
144,5447
145,5541
146,5423
147,5328
148,5329
149,5322
150,5230
151,5226
152,5201
153,5049
154,5215
155,4977
156,4948
157,5151
158,4870
159,5000
160,4906
161,5020
162,4840
163,5056
164,4790
165,4764
166,4838
167,4825
168,4685
169,4729
170,4671
171,4618
172,4605
173,4652
174,4657
175,4567
176,4583
177,4622
178,4468
179,4558
180,4500
181,4503
182,4301
183,4548
184,4395
185,4496
186,4420
187,4499
188,4489
189,4382
190,4329
191,4346
192,4288
193,4297
194,4342
195,4273
196,4207
197,4127
198,4118
199,4151
200,3957
201,3867
202,3798
203,3857
204,3735
205,3573
206,3443
207,3528
208,3297
209,3252
210,3104
211,3040
212,2907
213,3007
214,2845
215,2729
216,2649
217,2525
218,2558
219,2524
220,2363
221,2313
222,2267
223,2161
224,2143
225,2121
226,2024
227,2071
228,1985
229,2013
230,2016
231,1927
232,1913
233,1818
234,1870
235,1829
236,1742
237,1817
238,1735
239,1725
240,1716
241,1725
242,1608
243,1749
244,1684
245,1579
246,1658
247,1519
248,1613
249,1520
250,1544
251,1495
252,1482
253,1465
254,1467
255,1492
256,1420
257,1386
258,1431
259,1391
260,1425
261,1450
262,1463
263,1428
264,1407
265,1401
266,1363
267,1384
268,1341
269,1368
270,1372
271,1367
272,1377
273,1351
274,1431
275,1356
276,1397
277,1397
278,1364
279,1446
280,1516
281,1489
282,1499
283,1581
284,1659
285,1734
286,1765
287,1891
288,2035
289,2165
290,2302
291,2579
292,2808
293,3018
294,3310
295,3655
296,3909
297,4342
298,4820
299,5301
300,5912
301,6275
302,7276
303,7812
304,8282
305,8994
306,9597
307,10279
308,11032
309,11772
310,12440
311,13346
312,13722
313,14513
314,14956
315,15429
316,15869
317,16133
318,16503
319,16490
320,16821
321,16636
322,16732
323,16467
324,16124
325,15445
326,15139
327,14791
328,14108
329,13515
330,12692
331,11957
332,11507
333,10574
334,9979
335,9076
336,8285
337,7501
338,6989
339,6186
340,5706
341,5052
342,4593
343,4121
344,3705
345,3230
346,2983
347,2492
348,2262
349,2128
350,1777
351,1720
352,1501
353,1363
354,1310
355,1189
356,1041
357,995
358,953
359,908
360,900
361,846
362,795
363,817
364,812
365,757
366,731
367,757
368,761
369,739
370,764
371,752
372,723
373,757
374,670
375,682
376,725
377,694
378,690
379,733
380,646
381,726
382,714
383,714
384,676
385,659
386,702
387,666
388,696
389,743
390,720
391,702
392,676
393,704
394,657
395,648
396,693
397,703
398,691
399,710
400,722
401,661
402,690
403,662
404,648
405,737
406,687
407,711
408,695
409,676
410,753
411,739
412,691
413,686
414,731
415,650
416,677
417,683
418,688
419,716
420,743
421,709
422,678
423,727
424,666
425,696
426,760
427,715
428,721
429,701
430,726
431,692
432,732
433,741
434,721
435,777
436,745
437,742
438,719
439,735
440,722
441,730
442,701
443,777
444,746
