Time [s] - Voltage Capacitor	Voltage [V] - Voltage Capacitor	Time [s] - Voltage Source	Voltage [V] - Voltage Source
0.018692	-2.2	0.018692	-4.1
0.018768	-2.4	0.018768	-4.1
0.018845	-2.5	0.018845	-4.1
0.018922	-2.7	0.018922	-4.1
0.018999	-2.8	0.018999	-4.1
0.019076	-2.9	0.019076	-4.1
0.019153	-3	0.019153	-4.1
0.01923	-3.1	0.01923	-4.1
0.019307	-3.2	0.019307	-4.1
0.019384	-3.3	0.019384	-4.1
0.019461	-3.4	0.019461	-4.1
0.019538	-3.5	0.019538	-4.1
0.019615	-3.5	0.019615	-4.1
0.019692	-3.6	0.019692	-4.1
0.019768	-3.6	0.019768	-4.1
0.019845	-3.3	0.019845	4.1
0.019922	-2.5	0.019922	4.1
0.019999	-1.9	0.019999	4.1
0.020076	-1.4	0.020076	4.1
0.020153	-1	0.020153	4.1
0.02023	-0.6	0.02023	4.1
0.020307	-0.3	0.020307	4.1
0.020384	0	0.020384	4.1
0.020461	0.3	0.020461	4.1
0.020538	0.6	0.020538	4.1
0.020615	0.8	0.020615	4.1
0.020691	1.1	0.020691	4.2
0.020768	1.3	0.020768	4.2
0.020845	1.5	0.020845	4.2
0.020922	1.7	0.020922	4.2
0.020999	1.9	0.020999	4.2
0.021076	2	0.021076	4.2
0.021153	2.2	0.021153	4.2
0.02123	2.4	0.02123	4.2
0.021307	2.5	0.021307	4.2
0.021384	2.7	0.021384	4.2
0.021461	2.8	0.021461	4.2
0.021538	2.9	0.021538	4.2
0.021615	3	0.021615	4.2
0.021691	3.1	0.021691	4.2
0.021768	3.2	0.021768	4.2
0.021845	3.3	0.021845	4.2
0.021922	3.4	0.021922	4.2
0.021999	3.5	0.021999	4.2
0.022076	3.5	0.022076	4.2
0.022153	3.6	0.022153	4.2
0.02223	3.7	0.02223	4.2
0.022307	3.7	0.022307	-4.1
0.022384	2.9	0.022384	-4.1
0.022461	2.2	0.022461	-4.1
0.022538	1.7	0.022538	-4.1
0.022614	1.2	0.022614	-4.1
0.022691	0.9	0.022691	-4.1
0.022768	0.5	0.022768	-4.1
0.022845	0.2	0.022845	-4.1
0.022922	-0.1	0.022922	-4.1
0.022999	-0.4	0.022999	-4.1
0.023076	-0.6	0.023076	-4.1
0.023153	-0.9	0.023153	-4.1
0.02323	-1.1	0.02323	-4.1
0.023307	-1.3	0.023307	-4.1
0.023384	-1.5	0.023384	-4.1
0.023461	-1.7	0.023461	-4.1
0.023538	-1.9	0.023538	-4.1
0.023614	-2.1	0.023614	-4.1
0.023691	-2.2	0.023691	-4.1
0.023768	-2.4	0.023768	-4.1
0.023845	-2.5	0.023845	-4.1
0.023922	-2.7	0.023922	-4.1
0.023999	-2.8	0.023999	-4.1
0.024076	-2.9	0.024076	-4.1
0.024153	-3	0.024153	-4.1
0.02423	-3.1	0.02423	-4.1
0.024307	-3.2	0.024307	-4.1
0.024384	-3.3	0.024384	-4.1
0.024461	-3.4	0.024461	-4.1
0.024537	-3.5	0.024537	-4.1
0.024614	-3.5	0.024614	-4.1
0.024691	-3.6	0.024691	-4.1
0.024768	-3.7	0.024768	-4.1
0.024845	-3.2	0.024845	4.1
0.024922	-2.4	0.024922	4.1
0.024999	-1.8	0.024999	4.1
0.025076	-1.3	0.025076	4.1
0.025153	-0.9	0.025153	4.1
0.02523	-0.6	0.02523	4.1
0.025307	-0.3	0.025307	4.1
0.025384	0.1	0.025384	4.1
0.025461	0.4	0.025461	4.1
0.025537	0.6	0.025537	4.1
0.025614	0.9	0.025614	4.2
0.025691	1.1	0.025691	4.2
0.025768	1.3	0.025768	4.2
0.025845	1.5	0.025845	4.2
0.025922	1.7	0.025922	4.2
0.025999	1.9	0.025999	4.2
0.026076	2.1	0.026076	4.2
0.026153	2.2	0.026153	4.2
0.02623	2.4	0.02623	4.2
0.026307	2.5	0.026307	4.2
0.026384	2.7	0.026384	4.2
0.02646	2.8	0.02646	4.2
0.026537	2.9	0.026537	4.2
0.026614	3	0.026614	4.2
0.026691	3.1	0.026691	4.2
0.026768	3.2	0.026768	4.2
0.026845	3.3	0.026845	4.2
0.026922	3.4	0.026922	4.2
0.026999	3.5	0.026999	4.2
0.027076	3.6	0.027076	4.2
0.027153	3.6	0.027153	4.2
0.02723	3.7	0.02723	4.2
0.027307	3.7	0.027307	-4.1
0.027384	2.7	0.027384	-4.1
0.02746	2.1	0.02746	-4.1
0.027537	1.6	0.027537	-4.1
0.027614	1.2	0.027614	-4.1
0.027691	0.8	0.027691	-4.1
0.027768	0.5	0.027768	-4.1
0.027845	0.2	0.027845	-4.1
0.027922	-0.1	0.027922	-4.1
0.027999	-0.4	0.027999	-4.1
0.028076	-0.7	0.028076	-4.1
0.028153	-0.9	0.028153	-4.1
0.02823	-1.2	0.02823	-4.1
0.028307	-1.4	0.028307	-4.1
0.028383	-1.6	0.028383	-4.1
0.02846	-1.8	0.02846	-4.1
0.028537	-1.9	0.028537	-4.1
0.028614	-2.1	0.028614	-4.1
0.028691	-2.3	0.028691	-4.1
0.028768	-2.4	0.028768	-4.1
0.028845	-2.6	0.028845	-4.1
0.028922	-2.7	0.028922	-4.1
0.028999	-2.8	0.028999	-4.1
0.029076	-2.9	0.029076	-4.1
0.029153	-3.1	0.029153	-4.1
0.02923	-3.2	0.02923	-4.1
0.029307	-3.2	0.029307	-4.1
0.029383	-3.3	0.029383	-4.1
0.02946	-3.4	0.02946	-4.1
0.029537	-3.5	0.029537	-4.1
0.029614	-3.6	0.029614	-4.1
0.029691	-3.6	0.029691	-4.1
0.029768	-3.7	0.029768	-4.1
0.029845	-3	0.029845	4.1
0.029922	-2.3	0.029922	4.1
0.029999	-1.7	0.029999	4.1
0.030076	-1.3	0.030076	4.1
0.030153	-0.9	0.030153	4.1
0.03023	-0.5	0.03023	4.1
0.030306	-0.2	0.030306	4.1
0.030383	0.1	0.030383	4.1
0.03046	0.4	0.03046	4.1
0.030537	0.7	0.030537	4.1
0.030614	0.9	0.030614	4.1
0.030691	1.1	0.030691	4.2
0.030768	1.4	0.030768	4.2
0.030845	1.6	0.030845	4.2
0.030922	1.7	0.030922	4.2
0.030999	1.9	0.030999	4.2
0.031076	2.1	0.031076	4.2
0.031153	2.3	0.031153	4.2
0.03123	2.4	0.03123	4.2
0.031306	2.6	0.031306	4.2
0.031383	2.7	0.031383	4.2
0.03146	2.8	0.03146	4.2
0.031537	2.9	0.031537	4.2
0.031614	3.1	0.031614	4.2
0.031691	3.2	0.031691	4.2
0.031768	3.3	0.031768	4.2
0.031845	3.3	0.031845	4.2
0.031922	3.4	0.031922	4.2
0.031999	3.5	0.031999	4.2
0.032076	3.6	0.032076	4.2
0.032153	3.6	0.032153	4.2
0.032229	3.7	0.032229	4.2
0.032306	3.5	0.032306	-4.1
0.032383	2.6	0.032383	-4.1
0.03246	2	0.03246	-4.1
