 Frequency [Hz] - Resonance Curve	Voltage [V] - Resonance Curve	
1363.00	0.43	
1364.50	0.43	
1366.00	0.43	
1367.50	0.43	
1369.00	0.43	
1370.50	0.43	
1372.00	0.43	
1373.50	0.43	
1375.00	0.43	
1376.50	0.43	
1378.00	0.43	
1379.50	0.43	
1381.00	0.43	
1382.50	0.43	
1384.00	0.43	
1385.50	0.43	
1387.00	0.43	
1388.50	0.43	
1390.00	0.43	
1391.50	0.43	
1393.00	0.43	
1394.50	0.43	
1396.00	0.43	
1397.50	0.44	
1399.00	0.44	
1400.50	0.44	
1402.00	0.44	
1403.50	0.44	
1405.00	0.44	
1406.50	0.44	
1408.00	0.44	
1409.50	0.44	
1411.00	0.44	
1412.50	0.44	
1414.00	0.44	
1415.50	0.44	
1417.00	0.44	
1418.50	0.44	
1420.00	0.44	
1421.50	0.44	
1423.00	0.44	
1424.50	0.44	
1426.00	0.44	
1427.50	0.44	
1429.00	0.44	
1430.50	0.44	
1432.00	0.44	
1433.50	0.44	
1435.00	0.44	
1436.50	0.44	
1438.00	0.44	
1439.50	0.44	
1441.00	0.45	
1442.50	0.45	
1444.00	0.45	
1445.50	0.45	
1447.00	0.45	
1448.50	0.45	
1450.00	0.45	
1451.50	0.45	
1453.00	0.45	
1454.50	0.45	
1456.00	0.45	
1457.50	0.45	
1459.00	0.45	
1460.50	0.45	
1462.00	0.45	
1463.50	0.45	
1465.00	0.45	
1466.50	0.45	
1468.00	0.45	
1469.50	0.45	
1471.00	0.45	
1472.50	0.45	
1474.00	0.45	
1475.50	0.45	
1477.00	0.45	
1478.50	0.45	
1480.00	0.45	
1481.50	0.45	
1483.00	0.45	
1484.50	0.45	
1486.00	0.45	
1487.50	0.46	
1489.00	0.46	
1490.50	0.46	
1492.00	0.46	
1493.50	0.46	
1495.00	0.46	
1496.50	0.46	
1498.00	0.46	
1499.50	0.46	
1501.00	0.46	
1502.50	0.46	
1504.00	0.46	
1505.50	0.46	
1507.00	0.46	
1508.50	0.46	
1510.00	0.46	
1511.50	0.46	
1513.00	0.46	
1514.50	0.46	
1516.00	0.46	
1517.50	0.46	
1519.00	0.46	
1520.50	0.46	
1522.00	0.46	
1523.50	0.46	
1525.00	0.46	
1526.50	0.46	
1528.00	0.46	
1529.50	0.46	
1531.00	0.46	
1532.50	0.46	
1534.00	0.46	
1535.50	0.46	
1537.00	0.46	
1538.50	0.47	
1540.00	0.47	
1541.50	0.47	
1543.00	0.47	
1544.50	0.47	
1546.00	0.47	
1547.50	0.47	
1549.00	0.47	
1550.50	0.47	
1552.00	0.47	
1553.50	0.47	
1555.00	0.47	
1556.50	0.47	
1558.00	0.47	
1559.50	0.47	
1561.00	0.47	
1562.50	0.47	
1564.00	0.47	
1565.50	0.47	
1567.00	0.47	
1568.50	0.47	
1570.00	0.47	
1571.50	0.47	
1573.00	0.47	
1574.50	0.47	
1576.00	0.47	
1577.50	0.47	
1579.00	0.47	
1580.50	0.47	
1582.00	0.47	
1583.50	0.47	
1585.00	0.47	
1586.50	0.47	
1588.00	0.47	
1589.50	0.47	
1591.00	0.47	
1592.50	0.47	
1594.00	0.47	
1595.50	0.47	
1597.00	0.47	
1598.50	0.48	
1600.00	0.48	
1601.50	0.48	
1603.00	0.48	
1604.50	0.48	
1606.00	0.48	
1607.50	0.48	
1609.00	0.48	
1610.50	0.48	
1612.00	0.48	
1613.50	0.48	
1615.00	0.48	
1616.50	0.48	
1618.00	0.48	
1619.50	0.48	
1621.00	0.48	
1622.50	0.48	
1624.00	0.48	
1625.50	0.48	
1627.00	0.48	
1628.50	0.48	
1630.00	0.48	
1631.50	0.48	
1633.00	0.48	
1634.50	0.48	
1636.00	0.48	
1637.50	0.48	
1639.00	0.48	
1640.50	0.48	
1642.00	0.48	
1643.50	0.48	
1645.00	0.48	
1646.50	0.48	
1648.00	0.48	
1649.50	0.48	
1651.00	0.48	
1652.50	0.48	
1654.00	0.48	
1655.50	0.48	
1657.00	0.48	
1658.50	0.48	
1660.00	0.48	
1661.50	0.48	
1663.00	0.48	
1664.50	0.48	
1666.00	0.48	
1667.50	0.48	
1669.00	0.48	
1670.50	0.48	
1672.00	0.48	
1673.50	0.49	
1675.00	0.49	
1676.50	0.49	
1678.00	0.49	
1679.50	0.49	
1681.00	0.49	
1682.50	0.49	
1684.00	0.49	
1685.50	0.49	
1687.00	0.49	
1688.50	0.49	
1690.00	0.49	
1691.50	0.49	
1693.00	0.49	
1694.50	0.49	
1696.00	0.49	
1697.50	0.49	
1699.00	0.49	
1700.50	0.49	
1702.00	0.49	
1703.50	0.49	
1705.00	0.49	
1706.50	0.49	
1708.00	0.49	
1709.50	0.49	
1711.00	0.49	
1712.50	0.49	
1714.00	0.49	
1715.50	0.49	
1717.00	0.49	
1718.50	0.49	
1720.00	0.49	
1721.50	0.49	
1723.00	0.49	
1724.50	0.49	
1726.00	0.49	
1727.50	0.49	
1729.00	0.49	
1730.50	0.49	
1732.00	0.49	
1733.50	0.49	
1735.00	0.49	
1736.50	0.49	
1738.00	0.49	
1739.50	0.49	
1741.00	0.49	
1742.50	0.49	
1744.00	0.49	
1745.50	0.49	
1747.00	0.49	
1748.50	0.49	
1750.00	0.49	
1751.50	0.49	
1753.00	0.49	
1754.50	0.49	
1756.00	0.49	
1757.50	0.49	
1759.00	0.49	
1760.50	0.49	
1762.00	0.49	
1763.50	0.49	
1765.00	0.49	
1766.50	0.49	
1768.00	0.49	
1769.50	0.49	
1771.00	0.49	
1772.50	0.49	
1774.00	0.49	
1775.50	0.49	
1777.00	0.49	
1778.50	0.49	
1780.00	0.49	
1781.50	0.50	
1783.00	0.50	
1784.50	0.50	
1786.00	0.50	
1787.50	0.50	
1789.00	0.50	
1790.50	0.50	
1792.00	0.50	
1793.50	0.50	
1795.00	0.50	
1796.50	0.50	
1798.00	0.50	
1799.50	0.50	
1801.00	0.50	
1802.50	0.50	
1804.00	0.50	
1805.50	0.50	
1807.00	0.50	
1808.50	0.50	
1810.00	0.50	
1811.50	0.50	
1813.00	0.50	
1814.50	0.50	
1816.00	0.50	
1817.50	0.50	
1819.00	0.50	
1820.50	0.50	
1822.00	0.50	
1823.50	0.50	
1825.00	0.50	
1826.50	0.50	
1828.00	0.50	
1829.50	0.50	
1831.00	0.50	
1832.50	0.50	
1834.00	0.50	
1835.50	0.50	
1837.00	0.50	
1838.50	0.50	
1840.00	0.50	
1841.50	0.50	
1843.00	0.50	
1844.50	0.50	
1846.00	0.50	
1847.50	0.50	
1849.00	0.50	
1850.50	0.50	
1852.00	0.50	
1853.50	0.50	
1855.00	0.50	
1856.50	0.50	
1858.00	0.50	
1859.50	0.50	
1861.00	0.50	
1862.50	0.50	
1864.00	0.50	
1865.50	0.50	
1867.00	0.50	
1868.50	0.50	
1870.00	0.50	
1871.50	0.50	
1873.00	0.50	
1874.50	0.50	
1876.00	0.50	
1877.50	0.50	
1879.00	0.50	
1880.50	0.50	
1882.00	0.50	
1883.50	0.50	
1885.00	0.50	
1886.50	0.50	
1888.00	0.50	
1889.50	0.50	
1891.00	0.50	
1892.50	0.50	
1894.00	0.50	
1895.50	0.50	
1897.00	0.50	
1898.50	0.50	
1900.00	0.50	
1901.50	0.50	
1903.00	0.50	
1904.50	0.50	
1906.00	0.50	
1907.50	0.50	
1909.00	0.50	
1910.50	0.50	
1912.00	0.50	
1913.50	0.50	
1915.00	0.50	
1916.50	0.50	
1918.00	0.50	
1919.50	0.50	
1921.00	0.50	
1922.50	0.50	
1924.00	0.50	
1925.50	0.50	
1927.00	0.50	
1928.50	0.50	
1930.00	0.50	
1931.50	0.50	
1933.00	0.50	
1934.50	0.50	
1936.00	0.50	
1937.50	0.50	
1939.00	0.50	
1940.50	0.50	
1942.00	0.50	
1943.50	0.50	
1945.00	0.50	
1946.50	0.50	
1948.00	0.50	
1949.50	0.50	
1951.00	0.50	
1952.50	0.50	
1954.00	0.50	
1955.50	0.50	
1957.00	0.50	
1958.50	0.50	
1960.00	0.50	
1961.50	0.50	
1963.00	0.50	
1964.50	0.50	
1966.00	0.50	
1967.50	0.50	
1969.00	0.50	
1970.50	0.50	
1972.00	0.50	
1973.50	0.50	
1975.00	0.50	
1976.50	0.50	
1978.00	0.50	
1979.50	0.50	
1981.00	0.50	
1982.50	0.50	
1984.00	0.50	
1985.50	0.50	
1987.00	0.50	
1988.50	0.50	
1990.00	0.50	
1991.50	0.50	
1993.00	0.50	
1994.50	0.50	
1996.00	0.50	
1997.50	0.50	
1999.00	0.50	
2000.50	0.50	
2002.00	0.50	
2003.50	0.50	
2005.00	0.50	
2006.50	0.50	
2008.00	0.50	
2009.50	0.50	
2011.00	0.50	
2012.50	0.50	
2014.00	0.50	
2015.50	0.50	
2017.00	0.50	
2018.50	0.50	
2020.00	0.50	
2021.50	0.50	
2023.00	0.50	
2024.50	0.50	
2026.00	0.50	
2027.50	0.50	
2029.00	0.50	
2030.50	0.50	
2032.00	0.50	
2033.50	0.50	
2035.00	0.50	
2036.50	0.50	
2038.00	0.50	
2039.50	0.50	
2041.00	0.50	
2042.50	0.50	
2044.00	0.50	
2045.50	0.50	
2047.00	0.50	
2048.50	0.50	
2050.00	0.50	
2051.50	0.50	
2053.00	0.50	
2054.50	0.50	
2056.00	0.50	
2057.50	0.50	
2059.00	0.50	
2060.50	0.50	
2062.00	0.50	
2063.50	0.50	
2065.00	0.50	
2066.50	0.50	
2068.00	0.50	
2069.50	0.50	
2071.00	0.50	
2072.50	0.50	
2074.00	0.50	
2075.50	0.50	
2077.00	0.50	
2078.50	0.50	
2080.00	0.50	
2081.50	0.50	
2083.00	0.50	
2084.50	0.50	
2086.00	0.50	
2087.50	0.50	
2089.00	0.50	
2090.50	0.50	
2092.00	0.50	
2093.50	0.50	
2095.00	0.50	
2096.50	0.50	
2098.00	0.50	
2099.50	0.50	
2101.00	0.50	
2102.50	0.50	
2104.00	0.50	
2105.50	0.49	
2107.00	0.49	
2108.50	0.49	
2110.00	0.49	
2111.50	0.49	
2113.00	0.49	
2114.50	0.49	
2116.00	0.49	
2117.50	0.49	
2119.00	0.49	
2120.50	0.49	
2122.00	0.49	
2123.50	0.49	
2125.00	0.49	
2126.50	0.49	
2128.00	0.49	
2129.50	0.49	
2131.00	0.49	
2132.50	0.49	
2134.00	0.49	
2135.50	0.49	
2137.00	0.49	
2138.50	0.49	
2140.00	0.49	
2141.50	0.49	
2143.00	0.49	
2144.50	0.49	
2146.00	0.49	
2147.50	0.49	
2149.00	0.49	
2150.50	0.49	
2152.00	0.49	
2153.50	0.49	
2155.00	0.49	
2156.50	0.49	
2158.00	0.49	
2159.50	0.49	
2161.00	0.49	
2162.50	0.49	
2164.00	0.49	
2165.50	0.49	
2167.00	0.49	
2168.50	0.49	
2170.00	0.49	
2171.50	0.49	
2173.00	0.49	
2174.50	0.49	
2176.00	0.49	
2177.50	0.49	
2179.00	0.49	
2180.50	0.49	
2182.00	0.49	
2183.50	0.49	
2185.00	0.49	
2186.50	0.49	
2188.00	0.49	
2189.50	0.49	
2191.00	0.49	
2192.50	0.49	
2194.00	0.49	
2195.50	0.49	
2197.00	0.49	
2198.50	0.49	
2200.00	0.49	
2201.50	0.49	
2203.00	0.49	
2204.50	0.49	
2206.00	0.49	
2207.50	0.49	
2209.00	0.49	
2210.50	0.49	
2212.00	0.49	
2213.50	0.49	
2215.00	0.49	
2216.50	0.49	
2218.00	0.49	
2219.50	0.49	
2221.00	0.49	
2222.50	0.49	
2224.00	0.49	
2225.50	0.49	
2227.00	0.49	
2228.50	0.49	
2230.00	0.49	
2231.50	0.49	
2233.00	0.49	
2234.50	0.49	
2236.00	0.49	
2237.50	0.49	
2239.00	0.49	
2240.50	0.49	
2242.00	0.49	
2243.50	0.48	
2245.00	0.48	
2246.50	0.48	
2248.00	0.48	
2249.50	0.48	
2251.00	0.48	
2252.50	0.48	
2254.00	0.48	
2255.50	0.48	
2257.00	0.48	
2258.50	0.48	
2260.00	0.48	
2261.50	0.48	
2263.00	0.48	
2264.50	0.48	
2266.00	0.48	
2267.50	0.48	
2269.00	0.48	
2270.50	0.48	
2272.00	0.48	
2273.50	0.48	
2275.00	0.48	
2276.50	0.48	
2278.00	0.48	
2279.50	0.48	
2281.00	0.48	
2282.50	0.48	
2284.00	0.48	
2285.50	0.48	
2287.00	0.48	
2288.50	0.48	
2290.00	0.48	
2291.50	0.48	
2293.00	0.48	
2294.50	0.48	
2296.00	0.48	
2297.50	0.48	
2299.00	0.48	
2300.50	0.48	
2302.00	0.48	
2303.50	0.48	
2305.00	0.48	
2306.50	0.48	
2308.00	0.48	
2309.50	0.48	
2311.00	0.48	
2312.50	0.48	
2314.00	0.48	
2315.50	0.48	
2317.00	0.48	
2318.50	0.48	
2320.00	0.48	
2321.50	0.48	
2323.00	0.48	
2324.50	0.48	
2326.00	0.48	
2327.50	0.48	
2329.00	0.48	
2330.50	0.48	
2332.00	0.48	
2333.50	0.48	
2335.00	0.48	
2336.50	0.48	
2338.00	0.48	
2339.50	0.48	
2341.00	0.48	
2342.50	0.48	
2344.00	0.48	
2345.50	0.48	
2347.00	0.47	
2348.50	0.47	
2350.00	0.47	
2351.50	0.47	
2353.00	0.47	
2354.50	0.47	
2356.00	0.47	
2357.50	0.47	
2359.00	0.47	
2360.50	0.47	
2362.00	0.47	
2363.50	0.47	
2365.00	0.47	
2366.50	0.47	
2368.00	0.47	
2369.50	0.47	
2371.00	0.47	
2372.50	0.47	
2374.00	0.47	
2375.50	0.47	
2377.00	0.47	
2378.50	0.47	
2380.00	0.47	
2381.50	0.47	
2383.00	0.47	
2384.50	0.47	
2386.00	0.47	
2387.50	0.47	
2389.00	0.47	
2390.50	0.47	
2392.00	0.47	
2393.50	0.47	
2395.00	0.47	
2396.50	0.47	
2398.00	0.47	
2399.50	0.47	
2401.00	0.47	
2402.50	0.47	
2404.00	0.47	
2405.50	0.47	
2407.00	0.47	
2408.50	0.47	
2410.00	0.47	
2411.50	0.47	
2413.00	0.47	
2414.50	0.47	
2416.00	0.47	
2417.50	0.47	
2419.00	0.47	
2420.50	0.47	
2422.00	0.47	
2423.50	0.47	
2425.00	0.47	
2426.50	0.47	
2428.00	0.47	
2429.50	0.47	
2431.00	0.47	
2432.50	0.47	
2434.00	0.47	
2435.50	0.47	
2437.00	0.47	
2438.50	0.46	
2440.00	0.46	
2441.50	0.46	
2443.00	0.46	
2444.50	0.46	
2446.00	0.46	
2447.50	0.46	
2449.00	0.46	
2450.50	0.46	
2452.00	0.46	
2453.50	0.46	
2455.00	0.46	
2456.50	0.46	
2458.00	0.46	
2459.50	0.46	
2461.00	0.46	
2462.50	0.46	
2464.00	0.46	
2465.50	0.46	
2467.00	0.46	
2468.50	0.46	
2470.00	0.46	
2471.50	0.46	
2473.00	0.46	
2474.50	0.46	
2476.00	0.46	
2477.50	0.46	
2479.00	0.46	
2480.50	0.46	
2482.00	0.46	
2483.50	0.46	
2485.00	0.46	
2486.50	0.46	
2488.00	0.46	
2489.50	0.46	
2491.00	0.46	
2492.50	0.46	
2494.00	0.46	
2495.50	0.46	
2497.00	0.46	
2498.50	0.46	
2500.00	0.46	
2501.50	0.46	
2503.00	0.46	
2504.50	0.46	
2506.00	0.46	
2507.50	0.46	
2509.00	0.46	
2510.50	0.46	
2512.00	0.46	
2513.50	0.46	
2515.00	0.46	
2516.50	0.46	
2518.00	0.46	
2519.50	0.46	
2521.00	0.46	
2522.50	0.45	
2524.00	0.45	
2525.50	0.45	
2527.00	0.45	
2528.50	0.45	
2530.00	0.45	
2531.50	0.45	
2533.00	0.45	
2534.50	0.45	
2536.00	0.45	
2537.50	0.45	
2539.00	0.45	
2540.50	0.45	
2542.00	0.45	
2543.50	0.45	
2545.00	0.45	
2546.50	0.45	
2548.00	0.45	
2549.50	0.45	
2551.00	0.45	
2552.50	0.45	
2554.00	0.45	
2555.50	0.45	
2557.00	0.45	
2558.50	0.45	
2560.00	0.45	
2561.50	0.45	
2563.00	0.45	
2564.50	0.45	
2566.00	0.45	
2567.50	0.45	
2569.00	0.45	
2570.50	0.45	
2572.00	0.45	
2573.50	0.45	
2575.00	0.45	
2576.50	0.45	
2578.00	0.45	
2579.50	0.45	
2581.00	0.45	
2582.50	0.45	
2584.00	0.45	
2585.50	0.45	
2587.00	0.45	
2588.50	0.45	
2590.00	0.45	
2591.50	0.45	
2593.00	0.45	
2594.50	0.45	
2596.00	0.45	
2597.50	0.45	
2599.00	0.45	
2600.50	0.45	
2602.00	0.45	
2603.50	0.45	
2605.00	0.44	
2606.50	0.44	
2608.00	0.44	
2609.50	0.44	
2611.00	0.44	
2612.50	0.44	
2614.00	0.44	
2615.50	0.44	
2617.00	0.44	
2618.50	0.44	
2620.00	0.44	
2621.50	0.44	
2623.00	0.44	
2624.50	0.44	
2626.00	0.44	
2627.50	0.44	
2629.00	0.44	
2630.50	0.44	
2632.00	0.44	
2633.50	0.44	
2635.00	0.44	
2636.50	0.44	
2638.00	0.44	
2639.50	0.44	
2641.00	0.44	
2642.50	0.44	
2644.00	0.44	
2645.50	0.44	
2647.00	0.44	
2648.50	0.44	
2650.00	0.44	
2651.50	0.44	
2653.00	0.44	
2654.50	0.44	
2656.00	0.44	
2657.50	0.44	
2659.00	0.44	
2660.50	0.44	
2662.00	0.44	
2663.50	0.44	
2665.00	0.44	
2666.50	0.44	
2668.00	0.44	
2669.50	0.44	
2671.00	0.44	
2672.50	0.44	
2674.00	0.44	
2675.50	0.44	
2677.00	0.44	
2678.50	0.44	
2680.00	0.44	
2681.50	0.44	
2683.00	0.44	
2684.50	0.44	
2686.00	0.43	
2687.50	0.43	
2689.00	0.43	
2690.50	0.43	
2692.00	0.43	
2693.50	0.43	
2695.00	0.43	
2696.50	0.43	
2698.00	0.43	
2699.50	0.43	
2701.00	0.43	
2702.50	0.43	
2704.00	0.43	
2705.50	0.43	
2707.00	0.43	
2708.50	0.43	
2710.00	0.43	
2711.50	0.43	
2713.00	0.43	
2714.50	0.43	
2716.00	0.43	
2717.50	0.43	
2719.00	0.43	
2720.50	0.43	
2722.00	0.43	
2723.50	0.43	
2725.00	0.43	
2726.50	0.43	
2728.00	0.43	
2729.50	0.43	
2731.00	0.43	
2732.50	0.43	
2734.00	0.43	
2735.50	0.43	
2737.00	0.43	
2738.50	0.43	
2740.00	0.43	
2741.50	0.43	
2743.00	0.43	
2744.50	0.43	
2746.00	0.43	
2747.50	0.43	
2749.00	0.43	
2750.50	0.43	
2752.00	0.43	
2753.50	0.43	
2755.00	0.43	
2756.50	0.43	
2758.00	0.43	
2759.50	0.43	
2761.00	0.43	
2762.50	0.43	
2764.00	0.43	
2765.50	0.42	
2767.00	0.42	
2768.50	0.42	
2770.00	0.42	
2771.50	0.42	
2773.00	0.42	
2774.50	0.42	
2776.00	0.42	
2777.50	0.42	
2779.00	0.42	
2780.50	0.42	
2782.00	0.42	
2783.50	0.42	
2785.00	0.42	
2786.50	0.42	
2788.00	0.42	
2789.50	0.42	
2791.00	0.42	
2792.50	0.42	
2794.00	0.42	
2795.50	0.42	
2797.00	0.42	
2798.50	0.42	
2800.00	0.42	
2801.50	0.42	
2803.00	0.42	
2804.50	0.42	
2806.00	0.42	
2807.50	0.42	
2809.00	0.42	
2810.50	0.42	
2812.00	0.42	
2813.50	0.42	
2815.00	0.42	
2816.50	0.42	
2818.00	0.42	
2819.50	0.42	
2821.00	0.42	
2822.50	0.42	
2824.00	0.42	
2825.50	0.42	
2827.00	0.42	
2828.50	0.42	
2830.00	0.42	
2831.50	0.42	
2833.00	0.42	
2834.50	0.42	
2836.00	0.42	
2837.50	0.42	
2839.00	0.42	
2840.50	0.42	
2842.00	0.42	
2843.50	0.42	
2845.00	0.42	
2846.50	0.41	
2848.00	0.41	
2849.50	0.41	
2851.00	0.41	
2852.50	0.41	
2854.00	0.41	
2855.50	0.41	
2857.00	0.41	
2858.50	0.41	
2860.00	0.41	
2861.50	0.41	
2863.00	0.41	
2864.50	0.41	
2866.00	0.41	
2867.50	0.41	
2869.00	0.41	
2870.50	0.41	
2872.00	0.41	
2873.50	0.41	
2875.00	0.41	
2876.50	0.41	
2878.00	0.41	
2879.50	0.41	
2881.00	0.41	
2882.50	0.41	
2884.00	0.41	
2885.50	0.41	
2887.00	0.41	
2888.50	0.41	
2890.00	0.41	
2891.50	0.41	
2893.00	0.41	
2894.50	0.41	
2896.00	0.41	
2897.50	0.41	
2899.00	0.41	
2900.50	0.41	
2902.00	0.41	
2903.50	0.41	
2905.00	0.41	
2906.50	0.41	
2908.00	0.41	
2909.50	0.41	
2911.00	0.41	
2912.50	0.41	
2914.00	0.41	
2915.50	0.41	
2917.00	0.41	
2918.50	0.41	
2920.00	0.41	
2921.50	0.41	
2923.00	0.41	
2924.50	0.41	
2926.00	0.41	
2927.50	0.40	
2929.00	0.40	
2930.50	0.40	
2932.00	0.40	
2933.50	0.40	
2935.00	0.40	
2936.50	0.40	
2938.00	0.40	
2939.50	0.40	
2941.00	0.40	
2942.50	0.40	
2944.00	0.40	
2945.50	0.40	
2947.00	0.40	
2948.50	0.40	
2950.00	0.40	
2951.50	0.40	
2953.00	0.40	
2954.50	0.40	
2956.00	0.40	
2957.50	0.40	
2959.00	0.40	
2960.50	0.40	
2962.00	0.40	
2963.50	0.40	
2965.00	0.40	
2966.50	0.40	
2968.00	0.40	
2969.50	0.40	
2971.00	0.40	
2972.50	0.40	
2974.00	0.40	
2975.50	0.40	
2977.00	0.40	
2978.50	0.40	
2980.00	0.40	
2981.50	0.40	
2983.00	0.40	
2984.50	0.40	
2986.00	0.40	
2987.50	0.40	
2989.00	0.40	
2990.50	0.40	
2992.00	0.40	
2993.50	0.40	
2995.00	0.40	
2996.50	0.40	
2998.00	0.40	
2999.50	0.40	
3001.00	0.40	
3002.50	0.40	
3004.00	0.40	
3005.50	0.40	
3007.00	0.40	
3008.50	0.40	
3010.00	0.40	
3011.50	0.39	
3013.00	0.39	
3014.50	0.39	
3016.00	0.39	
3017.50	0.39	
3019.00	0.39	
3020.50	0.39	
3022.00	0.39	
3023.50	0.39	
3025.00	0.39	
3026.50	0.39	
3028.00	0.39	
3029.50	0.39	
3031.00	0.39	
3032.50	0.39	
3034.00	0.39	
3035.50	0.39	
3037.00	0.39	
3038.50	0.39	
3040.00	0.39	
3041.50	0.39	
3043.00	0.39	
3044.50	0.39	
3046.00	0.39	
3047.50	0.39	
3049.00	0.39	
3050.50	0.39	
3052.00	0.39	
3053.50	0.39	
3055.00	0.39	
3056.50	0.39	
3058.00	0.39	
3059.50	0.39	
3061.00	0.39	
3062.50	0.39	
3064.00	0.39	
3065.50	0.39	
3067.00	0.39	
3068.50	0.39	
3070.00	0.39	
3071.50	0.39	
3073.00	0.39	
3074.50	0.39	
3076.00	0.39	
3077.50	0.39	
3079.00	0.39	
3080.50	0.39	
3082.00	0.39	
3083.50	0.39	
3085.00	0.39	
3086.50	0.39	
3088.00	0.39	
