 Frequency [Hz] - Resonance Curve	Volatge [V] - Resonance Curve	
1735.00	0.21	
1737.50	0.20	
1740.00	0.20	
1742.50	0.20	
1745.00	0.19	
1747.50	0.19	
1750.00	0.19	
1752.50	0.19	
1755.00	0.18	
1757.50	0.18	
1760.00	0.18	
1762.50	0.18	
1765.00	0.17	
1767.50	0.17	
1770.00	0.17	
1772.50	0.17	
1775.00	0.16	
1777.50	0.16	
1780.00	0.16	
1782.50	0.16	
1785.00	0.15	
1787.50	0.15	
1790.00	0.15	
1792.50	0.14	
1795.00	0.14	
1797.50	0.14	
1800.00	0.14	
1802.50	0.13	
1805.00	0.13	
1807.50	0.13	
1810.00	0.13	
1812.50	0.12	
1815.00	0.12	
1817.50	0.12	
1820.00	0.12	
1822.50	0.11	
1825.00	0.11	
1827.50	0.11	
1830.00	0.11	
1832.50	0.10	
1835.00	0.10	
1837.50	0.10	
1840.00	0.10	
1842.50	0.09	
1845.00	0.09	
1847.50	0.09	
1850.00	0.09	
1852.50	0.08	
1855.00	0.08	
1857.50	0.08	
1860.00	0.08	
1862.50	0.07	
1865.00	0.07	
1867.50	0.07	
1870.00	0.07	
1872.50	0.06	
1875.00	0.06	
1877.50	0.06	
1880.00	0.06	
1882.50	0.05	
1885.00	0.05	
1887.50	0.05	
1890.00	0.05	
1892.50	0.04	
1895.00	0.04	
1897.50	0.04	
1900.00	0.04	
1902.50	0.03	
1905.00	0.03	
1907.50	0.03	
1910.00	0.03	
1912.50	0.02	
1915.00	0.02	
1917.50	0.02	
1920.00	0.02	
1922.50	0.01	
1925.00	0.01	
1927.50	0.01	
1930.00	0.01	
1932.50	0.00	
1935.00	0.00	
1937.50	0.00	
1940.00	0.00	
1942.50	0.01	
1945.00	0.01	
1947.50	0.01	
1950.00	0.01	
1952.50	0.02	
1955.00	0.02	
1957.50	0.02	
1960.00	0.02	
1962.50	0.03	
1965.00	0.03	
1967.50	0.03	
1970.00	0.03	
1972.50	0.03	
1975.00	0.04	
1977.50	0.04	
1980.00	0.04	
1982.50	0.04	
1985.00	0.05	
1987.50	0.05	
1990.00	0.05	
1992.50	0.05	
1995.00	0.06	
1997.50	0.06	
2000.00	0.06	
2002.50	0.06	
2005.00	0.07	
2007.50	0.07	
2010.00	0.07	
2012.50	0.07	
2015.00	0.07	
2017.50	0.08	
2020.00	0.08	
2022.50	0.08	
2025.00	0.08	
2027.50	0.09	
2030.00	0.09	
2032.50	0.09	
2035.00	0.09	
2037.50	0.10	
2040.00	0.10	
2042.50	0.10	
2045.00	0.10	
2047.50	0.10	
2050.00	0.11	
2052.50	0.11	
2055.00	0.11	
2057.50	0.11	
2060.00	0.12	
2062.50	0.12	
2065.00	0.12	
2067.50	0.12	
2070.00	0.13	
2072.50	0.13	
2075.00	0.13	
2077.50	0.13	
2080.00	0.13	
2082.50	0.14	
2085.00	0.14	
2087.50	0.14	
2090.00	0.14	
2092.50	0.15	
2095.00	0.15	
2097.50	0.15	
2100.00	0.15	
2102.50	0.15	
2105.00	0.16	
2107.50	0.16	
2110.00	0.16	
2112.50	0.16	
2115.00	0.17	
2117.50	0.17	
2120.00	0.17	
2122.50	0.17	
2125.00	0.17	
2127.50	0.18	
2130.00	0.18	
2132.50	0.18	
2135.00	0.18	
2137.50	0.19	
2140.00	0.19	
2142.50	0.19	
2145.00	0.19	
2147.50	0.19	
2150.00	0.20	
2152.50	0.20	
2155.00	0.20	
2157.50	0.20	
2160.00	0.20	
2162.50	0.21	
2165.00	0.21	
2167.50	0.21	
2170.00	0.21	
2172.50	0.22	
2175.00	0.22	
2177.50	0.22	
2180.00	0.22	
2182.50	0.22	
2185.00	0.23	
2187.50	0.23	
2190.00	0.23	
2192.50	0.23	
2195.00	0.23	
2197.50	0.24	
2200.00	0.24	
2202.50	0.24	
2205.00	0.24	
2207.50	0.25	
2210.00	0.25	
2212.50	0.25	
2215.00	0.25	
2217.50	0.25	
2220.00	0.26	
2222.50	0.26	
2225.00	0.26	
2227.50	0.26	
2230.00	0.26	
2232.50	0.27	
2235.00	0.27	
2237.50	0.27	
2240.00	0.27	
2242.50	0.27	
2245.00	0.28	
2247.50	0.28	
2250.00	0.28	
2252.50	0.28	
2255.00	0.28	
2257.50	0.29	
2260.00	0.29	
2262.50	0.29	
2265.00	0.29	
2267.50	0.29	
2270.00	0.30	
2272.50	0.30	
2275.00	0.30	
2277.50	0.30	
2280.00	0.30	
2282.50	0.31	
2285.00	0.31	
2287.50	0.31	
2290.00	0.31	
2292.50	0.31	
2295.00	0.32	
2297.50	0.32	
2300.00	0.32	
2302.50	0.32	
2305.00	0.32	
2307.50	0.33	
2310.00	0.33	
2312.50	0.33	
2315.00	0.33	
2317.50	0.33	
2320.00	0.34	
2322.50	0.34	
2325.00	0.34	
2327.50	0.34	
2330.00	0.34	
2332.50	0.35	
2335.00	0.35	
2337.50	0.35	
2340.00	0.35	
2342.50	0.35	
2345.00	0.36	
2347.50	0.36	
2350.00	0.36	
2352.50	0.36	
2355.00	0.36	
2357.50	0.37	
2360.00	0.37	
2362.50	0.37	
2365.00	0.37	
2367.50	0.37	
2370.00	0.38	
2372.50	0.38	
2375.00	0.38	
2377.50	0.38	
2380.00	0.38	
2382.50	0.38	
2385.00	0.39	
2387.50	0.39	
2390.00	0.39	
2392.50	0.39	
2395.00	0.39	
2397.50	0.40	
2400.00	0.40	
2402.50	0.40	
2405.00	0.40	
2407.50	0.40	
2410.00	0.41	
2412.50	0.41	
2415.00	0.41	
2417.50	0.41	
2420.00	0.41	
2422.50	0.42	
2425.00	0.42	
2427.50	0.42	
2430.00	0.42	
2432.50	0.42	
2435.00	0.42	
2437.50	0.43	
2440.00	0.43	
2442.50	0.43	
2445.00	0.43	
2447.50	0.43	
2450.00	0.44	
2452.50	0.44	
2455.00	0.44	
2457.50	0.44	
2460.00	0.44	
2462.50	0.44	
2465.00	0.45	
2467.50	0.45	
2470.00	0.45	
2472.50	0.45	
2475.00	0.45	
2477.50	0.46	
2480.00	0.46	
2482.50	0.46	
2485.00	0.46	
2487.50	0.46	
2490.00	0.46	
2492.50	0.47	
2495.00	0.47	
2497.50	0.47	
2500.00	0.47	
2502.50	0.47	
2505.00	0.48	
2507.50	0.48	
2510.00	0.48	
2512.50	0.48	
2515.00	0.48	
2517.50	0.48	
2520.00	0.49	
2522.50	0.49	
2525.00	0.49	
2527.50	0.49	
2530.00	0.49	
2532.50	0.49	
2535.00	0.50	
2537.50	0.50	
2540.00	0.50	
2542.50	0.50	
2545.00	0.50	
2547.50	0.50	
2550.00	0.51	
2552.50	0.51	
2555.00	0.51	
2557.50	0.51	
2560.00	0.51	
2562.50	0.52	
2565.00	0.52	
2567.50	0.52	
2570.00	0.52	
2572.50	0.52	
2575.00	0.52	
2577.50	0.53	
2580.00	0.53	
2582.50	0.53	
2585.00	0.53	
2587.50	0.53	
2590.00	0.53	
2592.50	0.54	
2595.00	0.54	
2597.50	0.54	
2600.00	0.54	
2602.50	0.54	
2605.00	0.54	
2607.50	0.55	
2610.00	0.55	
2612.50	0.55	
2615.00	0.55	
2617.50	0.55	
2620.00	0.55	
2622.50	0.56	
2625.00	0.56	
2627.50	0.56	
2630.00	0.56	
2632.50	0.56	
2635.00	0.56	
2637.50	0.57	
2640.00	0.57	
2642.50	0.57	
2645.00	0.57	
2647.50	0.57	
2650.00	0.57	
2652.50	0.58	
2655.00	0.58	
2657.50	0.58	
2660.00	0.58	
2662.50	0.58	
2665.00	0.58	
2667.50	0.59	
2670.00	0.59	
2672.50	0.59	
2675.00	0.59	
2677.50	0.59	
2680.00	0.59	
2682.50	0.60	
2685.00	0.60	
2687.50	0.60	
2690.00	0.60	
2692.50	0.60	
2695.00	0.60	
2697.50	0.60	
2700.00	0.61	
2702.50	0.61	
2705.00	0.61	
2707.50	0.61	
2710.00	0.61	
2712.50	0.61	
2715.00	0.62	
2717.50	0.62	
2720.00	0.62	
2722.50	0.62	
2725.00	0.62	
2727.50	0.62	
2730.00	0.63	
2732.50	0.63	
2735.00	0.63	
2737.50	0.63	
2740.00	0.63	
2742.50	0.63	
2745.00	0.63	
2747.50	0.64	
2750.00	0.64	
2752.50	0.64	
2755.00	0.64	
2757.50	0.64	
2760.00	0.64	
2762.50	0.65	
2765.00	0.65	
2767.50	0.65	
2770.00	0.65	
2772.50	0.65	
2775.00	0.65	
2777.50	0.65	
2780.00	0.66	
2782.50	0.66	
2785.00	0.66	
2787.50	0.66	
2790.00	0.66	
2792.50	0.66	
2795.00	0.66	
2797.50	0.67	
2800.00	0.67	
2802.50	0.67	
2805.00	0.67	
2807.50	0.67	
2810.00	0.67	
2812.50	0.68	
2815.00	0.68	
2817.50	0.68	
2820.00	0.68	
2822.50	0.68	
2825.00	0.68	
2827.50	0.68	
2830.00	0.69	
2832.50	0.69	
2835.00	0.69	
2837.50	0.69	
2840.00	0.69	
2842.50	0.69	
2845.00	0.69	
2847.50	0.70	
2850.00	0.70	
2852.50	0.70	
2855.00	0.70	
2857.50	0.70	
2860.00	0.70	
2862.50	0.70	
2865.00	0.71	
2867.50	0.71	
2870.00	0.71	
2872.50	0.71	
2875.00	0.71	
2877.50	0.71	
2880.00	0.71	
2882.50	0.72	
2885.00	0.72	
2887.50	0.72	
2890.00	0.72	
2892.50	0.72	
2895.00	0.72	
2897.50	0.72	
2900.00	0.73	
2902.50	0.73	
2905.00	0.73	
2907.50	0.73	
2910.00	0.73	
2912.50	0.73	
2915.00	0.73	
2917.50	0.74	
2920.00	0.74	
2922.50	0.74	
2925.00	0.74	
2927.50	0.74	
2930.00	0.74	
2932.50	0.74	
2935.00	0.75	
2937.50	0.75	
2940.00	0.75	
2942.50	0.75	
2945.00	0.75	
2947.50	0.75	
2950.00	0.75	
2952.50	0.76	
2955.00	0.76	
2957.50	0.76	
2960.00	0.76	
2962.50	0.76	
2965.00	0.76	
2967.50	0.76	
2970.00	0.77	
2972.50	0.77	
2975.00	0.77	
2977.50	0.77	
2980.00	0.77	
2982.50	0.77	
2985.00	0.77	
2987.50	0.77	
2990.00	0.78	
2992.50	0.78	
2995.00	0.78	
2997.50	0.78	
3000.00	0.78	
3002.50	0.78	
3005.00	0.78	
3007.50	0.79	
3010.00	0.79	
3012.50	0.79	
3015.00	0.79	
3017.50	0.79	
3020.00	0.79	
3022.50	0.79	
3025.00	0.79	
3027.50	0.80	
3030.00	0.80	
3032.50	0.80	
3035.00	0.80	
3037.50	0.80	
3040.00	0.80	
3042.50	0.80	
3045.00	0.81	
3047.50	0.81	
3050.00	0.81	
3052.50	0.81	
3055.00	0.81	
3057.50	0.81	
3060.00	0.81	
3062.50	0.81	
3065.00	0.82	
3067.50	0.82	
3070.00	0.82	
3072.50	0.82	
3075.00	0.82	
3077.50	0.82	
3080.00	0.82	
3082.50	0.82	
3085.00	0.83	
3087.50	0.83	
3090.00	0.83	
3092.50	0.83	
3095.00	0.83	
3097.50	0.83	
3100.00	0.83	
3102.50	0.83	
3105.00	0.84	
3107.50	0.84	
3110.00	0.84	
3112.50	0.84	
3115.00	0.84	
3117.50	0.84	
3120.00	0.84	
3122.50	0.84	
3125.00	0.85	
3127.50	0.85	
3130.00	0.85	
3132.50	0.85	
3135.00	0.85	
3137.50	0.85	
3140.00	0.85	
3142.50	0.85	
3145.00	0.86	
3147.50	0.86	
3150.00	0.86	
3152.50	0.86	
3155.00	0.86	
3157.50	0.86	
3160.00	0.86	
3162.50	0.86	
3165.00	0.87	
3167.50	0.87	
3170.00	0.87	
3172.50	0.87	
3175.00	0.87	
3177.50	0.87	
3180.00	0.87	
3182.50	0.87	
3185.00	0.88	
3187.50	0.88	
3190.00	0.88	
3192.50	0.88	
3195.00	0.88	
3197.50	0.88	
3200.00	0.88	
3202.50	0.88	
3205.00	0.89	
3207.50	0.89	
3210.00	0.89	
3212.50	0.89	
3215.00	0.89	
3217.50	0.89	
3220.00	0.89	
3222.50	0.89	
3225.00	0.89	
3227.50	0.90	
3230.00	0.90	
3232.50	0.90	
3235.00	0.90	
3237.50	0.90	
3240.00	0.90	
3242.50	0.90	
3245.00	0.90	
3247.50	0.91	
3250.00	0.91	
3252.50	0.91	
3255.00	0.91	
3257.50	0.91	
3260.00	0.91	
3262.50	0.91	
3265.00	0.91	
3267.50	0.91	
3270.00	0.92	
3272.50	0.92	
3275.00	0.92	
3277.50	0.92	
3280.00	0.92	
3282.50	0.92	
3285.00	0.92	
3287.50	0.92	
3290.00	0.92	
3292.50	0.93	
3295.00	0.93	
3297.50	0.93	
3300.00	0.93	
3302.50	0.93	
3305.00	0.93	
3307.50	0.93	
3310.00	0.93	
3312.50	0.94	
3315.00	0.94	
3317.50	0.94	
3320.00	0.94	
3322.50	0.94	
3325.00	0.94	
3327.50	0.94	
3330.00	0.94	
3332.50	0.94	
3335.00	0.95	
3337.50	0.95	
3340.00	0.95	
3342.50	0.95	
3345.00	0.95	
3347.50	0.95	
3350.00	0.95	
3352.50	0.95	
3355.00	0.95	
3357.50	0.96	
3360.00	0.96	
3362.50	0.96	
3365.00	0.96	
3367.50	0.96	
3370.00	0.96	
3372.50	0.96	
3375.00	0.96	
3377.50	0.96	
3380.00	0.96	
3382.50	0.97	
3385.00	0.97	
3387.50	0.97	
3390.00	0.97	
3392.50	0.97	
3395.00	0.97	
3397.50	0.97	
3400.00	0.97	
3402.50	0.97	
3405.00	0.98	
3407.50	0.98	
3410.00	0.98	
3412.50	0.98	
3415.00	0.98	
3417.50	0.98	
3420.00	0.98	
3422.50	0.98	
3425.00	0.98	
3427.50	0.99	
3430.00	0.99	
3432.50	0.99	
3435.00	0.99	
3437.50	0.99	
3440.00	0.99	
3442.50	0.99	
3445.00	0.99	
3447.50	0.99	
3450.00	0.99	
3452.50	1.00	
3455.00	1.00	
3457.50	1.00	
3460.00	1.00	
3462.50	1.00	
3465.00	1.00	
3467.50	1.00	
3470.00	1.00	
3472.50	1.00	
3475.00	1.00	
3477.50	1.01	
3480.00	1.01	
3482.50	1.01	
3485.00	1.01	
3487.50	1.01	
3490.00	1.01	
3492.50	1.01	
3495.00	1.01	
3497.50	1.01	
3500.00	1.02	
3502.50	1.02	
3505.00	1.02	
3507.50	1.02	
3510.00	1.02	
3512.50	1.02	
3515.00	1.02	
3517.50	1.02	
3520.00	1.02	
3522.50	1.02	
3525.00	1.03	
3527.50	1.03	
3530.00	1.03	
3532.50	1.03	
3535.00	1.03	
3537.50	1.03	
3540.00	1.03	
3542.50	1.03	
3545.00	1.03	
3547.50	1.03	
3550.00	1.04	
3552.50	1.04	
3555.00	1.04	
3557.50	1.04	
3560.00	1.04	
3562.50	1.04	
3565.00	1.04	
3567.50	1.04	
3570.00	1.04	
3572.50	1.04	
3575.00	1.04	
3577.50	1.05	
3580.00	1.05	
3582.50	1.05	
3585.00	1.05	
3587.50	1.05	
3590.00	1.05	
3592.50	1.05	
3595.00	1.05	
3597.50	1.05	
3600.00	1.05	
3602.50	1.06	
3605.00	1.06	
3607.50	1.06	
3610.00	1.06	
3612.50	1.06	
3615.00	1.06	
3617.50	1.06	
3620.00	1.06	
3622.50	1.06	
3625.00	1.06	
3627.50	1.07	
3630.00	1.07	
3632.50	1.07	
3635.00	1.07	
3637.50	1.07	
3640.00	1.07	
3642.50	1.07	
3645.00	1.07	
3647.50	1.07	
3650.00	1.07	
3652.50	1.07	
3655.00	1.08	
3657.50	1.08	
3660.00	1.08	
3662.50	1.08	
3665.00	1.08	
3667.50	1.08	
3670.00	1.08	
3672.50	1.08	
3675.00	1.08	
3677.50	1.08	
3680.00	1.08	
3682.50	1.09	
3685.00	1.09	
3687.50	1.09	
3690.00	1.09	
3692.50	1.09	
3695.00	1.09	
3697.50	1.09	
3700.00	1.09	
3702.50	1.09	
3705.00	1.09	
3707.50	1.09	
3710.00	1.10	
3712.50	1.10	
3715.00	1.10	
3717.50	1.10	
3720.00	1.10	
3722.50	1.10	
3725.00	1.10	
3727.50	1.10	
3730.00	1.10	
3732.50	1.10	
3735.00	1.10	
3737.50	1.11	
3740.00	1.11	
3742.50	1.11	
3745.00	1.11	
3747.50	1.11	
3750.00	1.11	
3752.50	1.11	
3755.00	1.11	
3757.50	1.11	
3760.00	1.11	
3762.50	1.11	
3765.00	1.12	
3767.50	1.12	
3770.00	1.12	
3772.50	1.12	
3775.00	1.12	
3777.50	1.12	
3780.00	1.12	
3782.50	1.12	
3785.00	1.12	
3787.50	1.12	
3790.00	1.12	
3792.50	1.12	
3795.00	1.13	
3797.50	1.13	
3800.00	1.13	
3802.50	1.13	
3805.00	1.13	
3807.50	1.13	
3810.00	1.13	
3812.50	1.13	
3815.00	1.13	
3817.50	1.13	
3820.00	1.13	
3822.50	1.14	
3825.00	1.14	
3827.50	1.14	
3830.00	1.14	
3832.50	1.14	
3835.00	1.14	
3837.50	1.14	
3840.00	1.14	
3842.50	1.14	
3845.00	1.14	
3847.50	1.14	
3850.00	1.14	
3852.50	1.15	
3855.00	1.15	
3857.50	1.15	
3860.00	1.15	
3862.50	1.15	
3865.00	1.15	
3867.50	1.15	
3870.00	1.15	
3872.50	1.15	
3875.00	1.15	
3877.50	1.15	
3880.00	1.15	
3882.50	1.16	
3885.00	1.16	
3887.50	1.16	
3890.00	1.16	
3892.50	1.16	
3895.00	1.16	
3897.50	1.16	
3900.00	1.16	
3902.50	1.16	
3905.00	1.16	
3907.50	1.16	
3910.00	1.16	
3912.50	1.16	
3915.00	1.17	
3917.50	1.17	
3920.00	1.17	
3922.50	1.17	
3925.00	1.17	
3927.50	1.17	
3930.00	1.17	
3932.50	1.17	
3935.00	1.17	
3937.50	1.17	
3940.00	1.17	
3942.50	1.17	
3945.00	1.18	
3947.50	1.18	
3950.00	1.18	
3952.50	1.18	
3955.00	1.18	
3957.50	1.18	
3960.00	1.18	
3962.50	1.18	
3965.00	1.18	
3967.50	1.18	
3970.00	1.18	
3972.50	1.18	
3975.00	1.18	
3977.50	1.19	
3980.00	1.19	
3982.50	1.19	
3985.00	1.19	
3987.50	1.19	
3990.00	1.19	
3992.50	1.19	
3995.00	1.19	
3997.50	1.19	
4000.00	1.19	
4002.50	1.19	
4005.00	1.19	
4007.50	1.19	
4010.00	1.20	
4012.50	1.20	
4015.00	1.20	
4017.50	1.20	
4020.00	1.20	
4022.50	1.20	
4025.00	1.20	
4027.50	1.20	
4030.00	1.20	
4032.50	1.20	
4035.00	1.20	
4037.50	1.20	
4040.00	1.20	
4042.50	1.21	
4045.00	1.21	
4047.50	1.21	
4050.00	1.21	
4052.50	1.21	
4055.00	1.21	
4057.50	1.21	
4060.00	1.21	
4062.50	1.21	
4065.00	1.21	
4067.50	1.21	
4070.00	1.21	
4072.50	1.21	
4075.00	1.22	
4077.50	1.22	
4080.00	1.22	
4082.50	1.22	
4085.00	1.22	
4087.50	1.22	
4090.00	1.22	
4092.50	1.22	
4095.00	1.22	
4097.50	1.22	
4100.00	1.22	
4102.50	1.22	
4105.00	1.22	
4107.50	1.23	
4110.00	1.23	
4112.50	1.23	
4115.00	1.23	
4117.50	1.23	
4120.00	1.23	
4122.50	1.23	
4125.00	1.23	
4127.50	1.23	
4130.00	1.23	
4132.50	1.23	
4135.00	1.23	
4137.50	1.23	
4140.00	1.23	
4142.50	1.24	
4145.00	1.24	
4147.50	1.24	
4150.00	1.24	
4152.50	1.24	
4155.00	1.24	
4157.50	1.24	
4160.00	1.24	
4162.50	1.24	
4165.00	1.24	
4167.50	1.24	
4170.00	1.24	
4172.50	1.24	
4175.00	1.24	
4177.50	1.25	
4180.00	1.25	
4182.50	1.25	
4185.00	1.25	
4187.50	1.25	
4190.00	1.25	
4192.50	1.25	
4195.00	1.25	
4197.50	1.25	
4200.00	1.25	
4202.50	1.25	
4205.00	1.25	
4207.50	1.25	
4210.00	1.25	
4212.50	1.25	
4215.00	1.26	
4217.50	1.26	
4220.00	1.26	
4222.50	1.26	
4225.00	1.26	
4227.50	1.26	
4230.00	1.26	
4232.50	1.26	
4235.00	1.26	
4237.50	1.26	
4240.00	1.26	
4242.50	1.26	
4245.00	1.26	
4247.50	1.26	
4250.00	1.27	
4252.50	1.27	
4255.00	1.27	
4257.50	1.27	
4260.00	1.27	
4262.50	1.27	
4265.00	1.27	
4267.50	1.27	
4270.00	1.27	
4272.50	1.27	
4275.00	1.27	
4277.50	1.27	
4280.00	1.27	
4282.50	1.27	
4285.00	1.27	
4287.50	1.28	
4290.00	1.28	
4292.50	1.28	
4295.00	1.28	
4297.50	1.28	
4300.00	1.28	
4302.50	1.28	
4305.00	1.28	
4307.50	1.28	
4310.00	1.28	
4312.50	1.28	
4315.00	1.28	
4317.50	1.28	
4320.00	1.28	
4322.50	1.28	
4325.00	1.29	
4327.50	1.29	
4330.00	1.29	
4332.50	1.29	
4335.00	1.29	
4337.50	1.29	
4340.00	1.29	
4342.50	1.29	
4345.00	1.29	
4347.50	1.29	
4350.00	1.29	
4352.50	1.29	
4355.00	1.29	
4357.50	1.29	
4360.00	1.29	
4362.50	1.30	
4365.00	1.30	
4367.50	1.30	
4370.00	1.30	
4372.50	1.30	
4375.00	1.30	
4377.50	1.30	
4380.00	1.30	
4382.50	1.30	
4385.00	1.30	
4387.50	1.30	
4390.00	1.30	
4392.50	1.30	
4395.00	1.30	
4397.50	1.30	
4400.00	1.30	
4402.50	1.31	
4405.00	1.31	
4407.50	1.31	
4410.00	1.31	
4412.50	1.31	
4415.00	1.31	
4417.50	1.31	
4420.00	1.31	
4422.50	1.31	
4425.00	1.31	
4427.50	1.31	
4430.00	1.31	
4432.50	1.31	
4435.00	1.31	
4437.50	1.31	
4440.00	1.31	
4442.50	1.32	
4445.00	1.32	
4447.50	1.32	
4450.00	1.32	
4452.50	1.32	
4455.00	1.32	
4457.50	1.32	
4460.00	1.32	
4462.50	1.32	
4465.00	1.32	
4467.50	1.32	
4470.00	1.32	
4472.50	1.32	
4475.00	1.32	
4477.50	1.32	
4480.00	1.32	
