 Frequency [Hz] - Resonance Curve	Volatge [V] - Resonance Curve	
1645.00	0.04	
1646.50	0.04	
1648.00	0.04	
1649.50	0.04	
1651.00	0.04	
1652.50	0.04	
1654.00	0.04	
1655.50	0.04	
1657.00	0.04	
1658.50	0.04	
1660.00	0.04	
1661.50	0.04	
1663.00	0.04	
1664.50	0.04	
1666.00	0.04	
1667.50	0.04	
1669.00	0.03	
1670.50	0.03	
1672.00	0.03	
1673.50	0.03	
1675.00	0.03	
1676.50	0.03	
1678.00	0.03	
1679.50	0.03	
1681.00	0.03	
1682.50	0.03	
1684.00	0.03	
1685.50	0.03	
1687.00	0.03	
1688.50	0.03	
1690.00	0.03	
1691.50	0.03	
1693.00	0.03	
1694.50	0.03	
1696.00	0.03	
1697.50	0.03	
1699.00	0.03	
1700.50	0.03	
1702.00	0.03	
1703.50	0.03	
1705.00	0.03	
1706.50	0.03	
1708.00	0.03	
1709.50	0.03	
1711.00	0.03	
1712.50	0.03	
1714.00	0.03	
1715.50	0.03	
1717.00	0.03	
1718.50	0.03	
1720.00	0.03	
1721.50	0.03	
1723.00	0.03	
1724.50	0.03	
1726.00	0.03	
1727.50	0.03	
1729.00	0.03	
1730.50	0.03	
1732.00	0.03	
1733.50	0.03	
1735.00	0.03	
1736.50	0.03	
1738.00	0.03	
1739.50	0.03	
1741.00	0.02	
1742.50	0.02	
1744.00	0.02	
1745.50	0.02	
1747.00	0.02	
1748.50	0.02	
1750.00	0.02	
1751.50	0.02	
1753.00	0.02	
1754.50	0.02	
1756.00	0.02	
1757.50	0.02	
1759.00	0.02	
1760.50	0.02	
1762.00	0.02	
1763.50	0.02	
1765.00	0.02	
1766.50	0.02	
1768.00	0.02	
1769.50	0.02	
1771.00	0.02	
1772.50	0.02	
1774.00	0.02	
1775.50	0.02	
1777.00	0.02	
1778.50	0.02	
1780.00	0.02	
1781.50	0.02	
1783.00	0.02	
1784.50	0.02	
1786.00	0.02	
1787.50	0.02	
1789.00	0.02	
1790.50	0.02	
1792.00	0.02	
1793.50	0.02	
1795.00	0.02	
1796.50	0.02	
1798.00	0.02	
1799.50	0.02	
1801.00	0.02	
1802.50	0.02	
1804.00	0.02	
1805.50	0.02	
1807.00	0.02	
1808.50	0.02	
1810.00	0.02	
1811.50	0.02	
1813.00	0.02	
1814.50	0.02	
1816.00	0.02	
1817.50	0.01	
1819.00	0.01	
1820.50	0.01	
1822.00	0.01	
1823.50	0.01	
1825.00	0.01	
1826.50	0.01	
1828.00	0.01	
1829.50	0.01	
1831.00	0.01	
1832.50	0.01	
1834.00	0.01	
1835.50	0.01	
1837.00	0.01	
1838.50	0.01	
1840.00	0.01	
1841.50	0.01	
1843.00	0.01	
1844.50	0.01	
1846.00	0.01	
1847.50	0.01	
1849.00	0.01	
1850.50	0.01	
1852.00	0.01	
1853.50	0.01	
1855.00	0.01	
1856.50	0.01	
1858.00	0.01	
1859.50	0.01	
1861.00	0.01	
1862.50	0.01	
1864.00	0.01	
1865.50	0.01	
1867.00	0.01	
1868.50	0.01	
1870.00	0.01	
1871.50	0.01	
1873.00	0.01	
1874.50	0.01	
1876.00	0.01	
1877.50	0.01	
1879.00	0.01	
1880.50	0.01	
1882.00	0.01	
1883.50	0.01	
1885.00	0.01	
1886.50	0.01	
1888.00	0.01	
1889.50	0.01	
1891.00	0.01	
1892.50	0.01	
1894.00	0.01	
1895.50	0.01	
1897.00	0.00	
1898.50	0.00	
1900.00	0.00	
1901.50	0.00	
1903.00	0.00	
1904.50	0.00	
1906.00	0.00	
1907.50	0.00	
1909.00	0.00	
1910.50	0.00	
1912.00	0.00	
1913.50	0.00	
1915.00	0.00	
1916.50	0.00	
1918.00	0.00	
1919.50	0.00	
1921.00	0.00	
1922.50	0.00	
1924.00	0.00	
1925.50	0.00	
1927.00	0.00	
1928.50	0.00	
1930.00	0.00	
1931.50	0.00	
1933.00	0.00	
1934.50	0.00	
1936.00	0.00	
1937.50	0.00	
1939.00	0.00	
1940.50	0.00	
1942.00	0.00	
1943.50	0.00	
1945.00	0.00	
1946.50	0.00	
1948.00	0.00	
1949.50	0.00	
1951.00	0.00	
1952.50	0.00	
1954.00	0.00	
1955.50	0.00	
1957.00	0.00	
1958.50	0.00	
1960.00	0.00	
1961.50	0.00	
1963.00	0.00	
1964.50	0.00	
1966.00	0.00	
1967.50	0.00	
1969.00	0.00	
1970.50	0.00	
1972.00	0.00	
1973.50	0.00	
1975.00	0.00	
1976.50	0.00	
1978.00	0.00	
1979.50	0.01	
1981.00	0.01	
1982.50	0.01	
1984.00	0.01	
1985.50	0.01	
1987.00	0.01	
1988.50	0.01	
1990.00	0.01	
1991.50	0.01	
1993.00	0.01	
1994.50	0.01	
1996.00	0.01	
1997.50	0.01	
1999.00	0.01	
2000.50	0.01	
2002.00	0.01	
2003.50	0.01	
2005.00	0.01	
2006.50	0.01	
2008.00	0.01	
2009.50	0.01	
2011.00	0.01	
2012.50	0.01	
2014.00	0.01	
2015.50	0.01	
2017.00	0.01	
2018.50	0.01	
2020.00	0.01	
2021.50	0.01	
2023.00	0.01	
2024.50	0.01	
2026.00	0.01	
2027.50	0.01	
2029.00	0.01	
2030.50	0.01	
2032.00	0.01	
2033.50	0.01	
2035.00	0.01	
2036.50	0.01	
2038.00	0.01	
2039.50	0.01	
2041.00	0.01	
2042.50	0.01	
2044.00	0.01	
2045.50	0.01	
2047.00	0.01	
2048.50	0.01	
2050.00	0.01	
2051.50	0.01	
2053.00	0.01	
2054.50	0.01	
2056.00	0.01	
2057.50	0.01	
2059.00	0.01	
2060.50	0.01	
2062.00	0.01	
2063.50	0.01	
2065.00	0.02	
2066.50	0.02	
2068.00	0.02	
2069.50	0.02	
2071.00	0.02	
2072.50	0.02	
2074.00	0.02	
2075.50	0.02	
2077.00	0.02	
2078.50	0.02	
2080.00	0.02	
2081.50	0.02	
2083.00	0.02	
2084.50	0.02	
2086.00	0.02	
2087.50	0.02	
2089.00	0.02	
2090.50	0.02	
2092.00	0.02	
2093.50	0.02	
2095.00	0.02	
2096.50	0.02	
2098.00	0.02	
2099.50	0.02	
2101.00	0.02	
2102.50	0.02	
2104.00	0.02	
2105.50	0.02	
2107.00	0.02	
2108.50	0.02	
2110.00	0.02	
2111.50	0.02	
2113.00	0.02	
2114.50	0.02	
2116.00	0.02	
2117.50	0.02	
2119.00	0.02	
2120.50	0.02	
2122.00	0.02	
2123.50	0.02	
2125.00	0.02	
2126.50	0.02	
2128.00	0.02	
2129.50	0.02	
2131.00	0.02	
2132.50	0.02	
2134.00	0.02	
2135.50	0.02	
2137.00	0.02	
2138.50	0.02	
2140.00	0.02	
2141.50	0.02	
2143.00	0.02	
2144.50	0.02	
2146.00	0.02	
2147.50	0.02	
2149.00	0.02	
2150.50	0.02	
2152.00	0.02	
2153.50	0.02	
2155.00	0.03	
2156.50	0.03	
2158.00	0.03	
2159.50	0.03	
2161.00	0.03	
2162.50	0.03	
2164.00	0.03	
2165.50	0.03	
2167.00	0.03	
2168.50	0.03	
2170.00	0.03	
2171.50	0.03	
2173.00	0.03	
2174.50	0.03	
2176.00	0.03	
2177.50	0.03	
2179.00	0.03	
2180.50	0.03	
2182.00	0.03	
2183.50	0.03	
2185.00	0.03	
2186.50	0.03	
2188.00	0.03	
2189.50	0.03	
2191.00	0.03	
2192.50	0.03	
2194.00	0.03	
2195.50	0.03	
2197.00	0.03	
2198.50	0.03	
2200.00	0.03	
2201.50	0.03	
2203.00	0.03	
2204.50	0.03	
2206.00	0.03	
2207.50	0.03	
2209.00	0.03	
2210.50	0.03	
2212.00	0.03	
2213.50	0.03	
2215.00	0.03	
2216.50	0.03	
2218.00	0.03	
2219.50	0.03	
2221.00	0.03	
2222.50	0.03	
2224.00	0.03	
2225.50	0.03	
2227.00	0.03	
2228.50	0.03	
2230.00	0.03	
2231.50	0.03	
2233.00	0.03	
2234.50	0.03	
2236.00	0.03	
2237.50	0.03	
2239.00	0.03	
2240.50	0.03	
2242.00	0.03	
2243.50	0.03	
2245.00	0.03	
2246.50	0.03	
2248.00	0.04	
2249.50	0.04	
2251.00	0.04	
2252.50	0.04	
2254.00	0.04	
2255.50	0.04	
2257.00	0.04	
2258.50	0.04	
2260.00	0.04	
2261.50	0.04	
2263.00	0.04	
2264.50	0.04	
2266.00	0.04	
2267.50	0.04	
2269.00	0.04	
2270.50	0.04	
2272.00	0.04	
2273.50	0.04	
2275.00	0.04	
2276.50	0.04	
2278.00	0.04	
2279.50	0.04	
2281.00	0.04	
2282.50	0.04	
2284.00	0.04	
2285.50	0.04	
2287.00	0.04	
2288.50	0.04	
2290.00	0.04	
2291.50	0.04	
2293.00	0.04	
2294.50	0.04	
2296.00	0.04	
2297.50	0.04	
2299.00	0.04	
2300.50	0.04	
2302.00	0.04	
2303.50	0.04	
2305.00	0.04	
2306.50	0.04	
2308.00	0.04	
2309.50	0.04	
2311.00	0.04	
2312.50	0.04	
2314.00	0.04	
2315.50	0.04	
2317.00	0.04	
2318.50	0.04	
2320.00	0.04	
2321.50	0.04	
2323.00	0.04	
2324.50	0.04	
2326.00	0.04	
2327.50	0.04	
2329.00	0.04	
2330.50	0.04	
2332.00	0.04	
2333.50	0.04	
2335.00	0.04	
2336.50	0.04	
2338.00	0.04	
2339.50	0.04	
2341.00	0.04	
2342.50	0.04	
2344.00	0.04	
2345.50	0.05	
2347.00	0.05	
2348.50	0.05	
2350.00	0.05	
2351.50	0.05	
2353.00	0.05	
2354.50	0.05	
2356.00	0.05	
2357.50	0.05	
2359.00	0.05	
2360.50	0.05	
2362.00	0.05	
2363.50	0.05	
2365.00	0.05	
2366.50	0.05	
2368.00	0.05	
2369.50	0.05	
2371.00	0.05	
2372.50	0.05	
2374.00	0.05	
2375.50	0.05	
2377.00	0.05	
2378.50	0.05	
2380.00	0.05	
2381.50	0.05	
2383.00	0.05	
2384.50	0.05	
2386.00	0.05	
2387.50	0.05	
2389.00	0.05	
2390.50	0.05	
2392.00	0.05	
2393.50	0.05	
2395.00	0.05	
2396.50	0.05	
2398.00	0.05	
2399.50	0.05	
2401.00	0.05	
2402.50	0.05	
2404.00	0.05	
2405.50	0.05	
2407.00	0.05	
2408.50	0.05	
2410.00	0.05	
2411.50	0.05	
2413.00	0.05	
2414.50	0.05	
2416.00	0.05	
2417.50	0.05	
2419.00	0.05	
2420.50	0.05	
2422.00	0.05	
2423.50	0.05	
2425.00	0.05	
2426.50	0.05	
2428.00	0.05	
2429.50	0.05	
2431.00	0.05	
2432.50	0.05	
2434.00	0.05	
2435.50	0.05	
2437.00	0.05	
2438.50	0.05	
2440.00	0.05	
2441.50	0.05	
2443.00	0.05	
2444.50	0.05	
2446.00	0.06	
2447.50	0.06	
2449.00	0.06	
2450.50	0.06	
2452.00	0.06	
2453.50	0.06	
2455.00	0.06	
2456.50	0.06	
2458.00	0.06	
2459.50	0.06	
2461.00	0.06	
2462.50	0.06	
2464.00	0.06	
2465.50	0.06	
2467.00	0.06	
2468.50	0.06	
2470.00	0.06	
2471.50	0.06	
2473.00	0.06	
2474.50	0.06	
2476.00	0.06	
2477.50	0.06	
2479.00	0.06	
2480.50	0.06	
2482.00	0.06	
2483.50	0.06	
2485.00	0.06	
2486.50	0.06	
2488.00	0.06	
2489.50	0.06	
2491.00	0.06	
2492.50	0.06	
2494.00	0.06	
2495.50	0.06	
2497.00	0.06	
2498.50	0.06	
2500.00	0.06	
2501.50	0.06	
2503.00	0.06	
2504.50	0.06	
2506.00	0.06	
2507.50	0.06	
2509.00	0.06	
2510.50	0.06	
2512.00	0.06	
2513.50	0.06	
2515.00	0.06	
2516.50	0.06	
2518.00	0.06	
2519.50	0.06	
2521.00	0.06	
2522.50	0.06	
2524.00	0.06	
2525.50	0.06	
2527.00	0.06	
2528.50	0.06	
2530.00	0.06	
2531.50	0.06	
2533.00	0.06	
2534.50	0.06	
2536.00	0.06	
2537.50	0.06	
2539.00	0.06	
2540.50	0.06	
2542.00	0.06	
2543.50	0.06	
2545.00	0.06	
2546.50	0.06	
2548.00	0.06	
2549.50	0.06	
2551.00	0.07	
2552.50	0.07	
2554.00	0.07	
2555.50	0.07	
2557.00	0.07	
2558.50	0.07	
2560.00	0.07	
2561.50	0.07	
2563.00	0.07	
2564.50	0.07	
2566.00	0.07	
2567.50	0.07	
2569.00	0.07	
2570.50	0.07	
2572.00	0.07	
2573.50	0.07	
2575.00	0.07	
2576.50	0.07	
2578.00	0.07	
2579.50	0.07	
2581.00	0.07	
2582.50	0.07	
2584.00	0.07	
2585.50	0.07	
2587.00	0.07	
2588.50	0.07	
2590.00	0.07	
2591.50	0.07	
2593.00	0.07	
2594.50	0.07	
2596.00	0.07	
2597.50	0.07	
2599.00	0.07	
2600.50	0.07	
2602.00	0.07	
2603.50	0.07	
2605.00	0.07	
2606.50	0.07	
2608.00	0.07	
2609.50	0.07	
2611.00	0.07	
2612.50	0.07	
2614.00	0.07	
2615.50	0.07	
2617.00	0.07	
2618.50	0.07	
2620.00	0.07	
2621.50	0.07	
2623.00	0.07	
2624.50	0.07	
2626.00	0.07	
2627.50	0.07	
2629.00	0.07	
2630.50	0.07	
2632.00	0.07	
2633.50	0.07	
2635.00	0.07	
2636.50	0.07	
2638.00	0.07	
2639.50	0.07	
2641.00	0.07	
2642.50	0.07	
2644.00	0.07	
2645.50	0.07	
2647.00	0.07	
2648.50	0.07	
2650.00	0.07	
2651.50	0.07	
2653.00	0.07	
2654.50	0.07	
2656.00	0.07	
2657.50	0.07	
2659.00	0.07	
2660.50	0.08	
2662.00	0.08	
2663.50	0.08	
2665.00	0.08	
2666.50	0.08	
2668.00	0.08	
2669.50	0.08	
2671.00	0.08	
2672.50	0.08	
2674.00	0.08	
2675.50	0.08	
2677.00	0.08	
2678.50	0.08	
2680.00	0.08	
2681.50	0.08	
2683.00	0.08	
2684.50	0.08	
2686.00	0.08	
2687.50	0.08	
2689.00	0.08	
2690.50	0.08	
2692.00	0.08	
2693.50	0.08	
2695.00	0.08	
2696.50	0.08	
2698.00	0.08	
2699.50	0.08	
2701.00	0.08	
2702.50	0.08	
2704.00	0.08	
2705.50	0.08	
2707.00	0.08	
2708.50	0.08	
2710.00	0.08	
2711.50	0.08	
2713.00	0.08	
2714.50	0.08	
2716.00	0.08	
2717.50	0.08	
2719.00	0.08	
2720.50	0.08	
2722.00	0.08	
2723.50	0.08	
2725.00	0.08	
2726.50	0.08	
2728.00	0.08	
2729.50	0.08	
2731.00	0.08	
2732.50	0.08	
2734.00	0.08	
2735.50	0.08	
2737.00	0.08	
2738.50	0.08	
2740.00	0.08	
2741.50	0.08	
2743.00	0.08	
2744.50	0.08	
2746.00	0.08	
2747.50	0.08	
2749.00	0.08	
2750.50	0.08	
2752.00	0.08	
2753.50	0.08	
2755.00	0.08	
2756.50	0.08	
2758.00	0.08	
2759.50	0.08	
2761.00	0.08	
2762.50	0.08	
2764.00	0.08	
2765.50	0.08	
2767.00	0.08	
2768.50	0.08	
2770.00	0.08	
2771.50	0.08	
2773.00	0.08	
2774.50	0.09	
2776.00	0.09	
2777.50	0.09	
2779.00	0.09	
2780.50	0.09	
2782.00	0.09	
2783.50	0.09	
2785.00	0.09	
2786.50	0.09	
2788.00	0.09	
2789.50	0.09	
2791.00	0.09	
2792.50	0.09	
2794.00	0.09	
2795.50	0.09	
2797.00	0.09	
2798.50	0.09	
2800.00	0.09	
2801.50	0.09	
2803.00	0.09	
2804.50	0.09	
2806.00	0.09	
2807.50	0.09	
2809.00	0.09	
2810.50	0.09	
2812.00	0.09	
2813.50	0.09	
2815.00	0.09	
2816.50	0.09	
2818.00	0.09	
2819.50	0.09	
2821.00	0.09	
2822.50	0.09	
2824.00	0.09	
2825.50	0.09	
2827.00	0.09	
2828.50	0.09	
2830.00	0.09	
2831.50	0.09	
2833.00	0.09	
2834.50	0.09	
2836.00	0.09	
2837.50	0.09	
2839.00	0.09	
2840.50	0.09	
2842.00	0.09	
2843.50	0.09	
2845.00	0.09	
2846.50	0.09	
2848.00	0.09	
2849.50	0.09	
2851.00	0.09	
2852.50	0.09	
2854.00	0.09	
2855.50	0.09	
2857.00	0.09	
2858.50	0.09	
2860.00	0.09	
2861.50	0.09	
2863.00	0.09	
2864.50	0.09	
2866.00	0.09	
2867.50	0.09	
2869.00	0.09	
2870.50	0.09	
2872.00	0.09	
2873.50	0.09	
2875.00	0.09	
2876.50	0.09	
2878.00	0.09	
2879.50	0.09	
2881.00	0.09	
2882.50	0.09	
2884.00	0.09	
2885.50	0.09	
2887.00	0.09	
2888.50	0.09	
2890.00	0.09	
2891.50	0.09	
2893.00	0.10	
2894.50	0.10	
2896.00	0.10	
2897.50	0.10	
2899.00	0.10	
2900.50	0.10	
2902.00	0.10	
2903.50	0.10	
2905.00	0.10	
2906.50	0.10	
2908.00	0.10	
2909.50	0.10	
2911.00	0.10	
2912.50	0.10	
2914.00	0.10	
2915.50	0.10	
2917.00	0.10	
2918.50	0.10	
2920.00	0.10	
2921.50	0.10	
2923.00	0.10	
2924.50	0.10	
2926.00	0.10	
2927.50	0.10	
2929.00	0.10	
2930.50	0.10	
2932.00	0.10	
2933.50	0.10	
2935.00	0.10	
2936.50	0.10	
2938.00	0.10	
2939.50	0.10	
2941.00	0.10	
2942.50	0.10	
2944.00	0.10	
2945.50	0.10	
2947.00	0.10	
2948.50	0.10	
2950.00	0.10	
2951.50	0.10	
2953.00	0.10	
2954.50	0.10	
2956.00	0.10	
2957.50	0.10	
2959.00	0.10	
2960.50	0.10	
2962.00	0.10	
2963.50	0.10	
2965.00	0.10	
2966.50	0.10	
2968.00	0.10	
2969.50	0.10	
2971.00	0.10	
2972.50	0.10	
2974.00	0.10	
2975.50	0.10	
2977.00	0.10	
2978.50	0.10	
2980.00	0.10	
2981.50	0.10	
2983.00	0.10	
2984.50	0.10	
2986.00	0.10	
2987.50	0.10	
2989.00	0.10	
2990.50	0.10	
2992.00	0.10	
2993.50	0.10	
2995.00	0.10	
2996.50	0.10	
2998.00	0.10	
2999.50	0.10	
3001.00	0.10	
3002.50	0.10	
3004.00	0.10	
3005.50	0.10	
3007.00	0.10	
3008.50	0.10	
3010.00	0.10	
3011.50	0.10	
3013.00	0.10	
3014.50	0.10	
3016.00	0.11	
3017.50	0.11	
3019.00	0.11	
3020.50	0.11	
3022.00	0.11	
3023.50	0.11	
3025.00	0.11	
3026.50	0.11	
3028.00	0.11	
3029.50	0.11	
3031.00	0.11	
3032.50	0.11	
3034.00	0.11	
3035.50	0.11	
3037.00	0.11	
3038.50	0.11	
3040.00	0.11	
3041.50	0.11	
3043.00	0.11	
3044.50	0.11	
3046.00	0.11	
3047.50	0.11	
3049.00	0.11	
3050.50	0.11	
3052.00	0.11	
3053.50	0.11	
3055.00	0.11	
3056.50	0.11	
3058.00	0.11	
3059.50	0.11	
3061.00	0.11	
3062.50	0.11	
3064.00	0.11	
3065.50	0.11	
3067.00	0.11	
3068.50	0.11	
3070.00	0.11	
3071.50	0.11	
3073.00	0.11	
3074.50	0.11	
3076.00	0.11	
3077.50	0.11	
3079.00	0.11	
3080.50	0.11	
3082.00	0.11	
3083.50	0.11	
3085.00	0.11	
3086.50	0.11	
3088.00	0.11	
