 Frequency [Hz] - Resonance Curve	Voltage [V] - Resonance Curve	
468.00	0.12	
471.00	0.12	
474.00	0.12	
477.00	0.12	
480.00	0.12	
483.00	0.12	
486.00	0.13	
489.00	0.13	
492.00	0.13	
495.00	0.13	
498.00	0.13	
501.00	0.13	
504.00	0.13	
507.00	0.13	
510.00	0.13	
513.00	0.13	
516.00	0.13	
519.00	0.14	
522.00	0.14	
525.00	0.14	
528.00	0.14	
531.00	0.14	
534.00	0.14	
537.00	0.14	
540.00	0.14	
543.00	0.14	
546.00	0.14	
549.00	0.14	
552.00	0.15	
555.00	0.15	
558.00	0.15	
561.00	0.15	
564.00	0.15	
567.00	0.15	
570.00	0.15	
573.00	0.15	
576.00	0.15	
579.00	0.15	
582.00	0.15	
585.00	0.16	
588.00	0.16	
591.00	0.16	
594.00	0.16	
597.00	0.16	
600.00	0.16	
603.00	0.16	
606.00	0.16	
609.00	0.16	
612.00	0.16	
615.00	0.17	
618.00	0.17	
621.00	0.17	
624.00	0.17	
627.00	0.17	
630.00	0.17	
633.00	0.17	
636.00	0.17	
639.00	0.17	
642.00	0.17	
645.00	0.18	
648.00	0.18	
651.00	0.18	
654.00	0.18	
657.00	0.18	
660.00	0.18	
663.00	0.18	
666.00	0.18	
669.00	0.18	
672.00	0.18	
675.00	0.19	
678.00	0.19	
681.00	0.19	
684.00	0.19	
687.00	0.19	
690.00	0.19	
693.00	0.19	
696.00	0.19	
699.00	0.19	
702.00	0.20	
705.00	0.20	
708.00	0.20	
711.00	0.20	
714.00	0.20	
717.00	0.20	
720.00	0.20	
723.00	0.20	
726.00	0.20	
729.00	0.20	
732.00	0.21	
735.00	0.21	
738.00	0.21	
741.00	0.21	
744.00	0.21	
747.00	0.21	
750.00	0.21	
753.00	0.21	
756.00	0.22	
759.00	0.22	
762.00	0.22	
765.00	0.22	
768.00	0.22	
771.00	0.22	
774.00	0.22	
777.00	0.22	
780.00	0.22	
783.00	0.23	
786.00	0.23	
789.00	0.23	
792.00	0.23	
795.00	0.23	
798.00	0.23	
801.00	0.23	
804.00	0.23	
807.00	0.24	
810.00	0.24	
813.00	0.24	
816.00	0.24	
819.00	0.24	
822.00	0.24	
825.00	0.24	
828.00	0.24	
831.00	0.25	
834.00	0.25	
837.00	0.25	
840.00	0.25	
843.00	0.25	
846.00	0.25	
849.00	0.25	
852.00	0.25	
855.00	0.26	
858.00	0.26	
861.00	0.26	
864.00	0.26	
867.00	0.26	
870.00	0.26	
873.00	0.26	
876.00	0.26	
879.00	0.27	
882.00	0.27	
885.00	0.27	
888.00	0.27	
891.00	0.27	
894.00	0.27	
897.00	0.27	
900.00	0.28	
903.00	0.28	
906.00	0.28	
909.00	0.28	
912.00	0.28	
915.00	0.28	
918.00	0.28	
921.00	0.29	
924.00	0.29	
927.00	0.29	
930.00	0.29	
933.00	0.29	
936.00	0.29	
939.00	0.29	
942.00	0.30	
945.00	0.30	
948.00	0.30	
951.00	0.30	
954.00	0.30	
957.00	0.30	
960.00	0.31	
963.00	0.31	
966.00	0.31	
969.00	0.31	
972.00	0.31	
975.00	0.31	
978.00	0.31	
981.00	0.32	
984.00	0.32	
987.00	0.32	
990.00	0.32	
993.00	0.32	
996.00	0.32	
999.00	0.33	
1002.00	0.33	
1005.00	0.33	
1008.00	0.33	
1011.00	0.33	
1014.00	0.33	
1017.00	0.34	
1020.00	0.34	
1023.00	0.34	
1026.00	0.34	
1029.00	0.34	
1032.00	0.34	
1035.00	0.35	
1038.00	0.35	
1041.00	0.35	
1044.00	0.35	
1047.00	0.35	
1050.00	0.36	
1053.00	0.36	
1056.00	0.36	
1059.00	0.36	
1062.00	0.36	
1065.00	0.36	
1068.00	0.37	
1071.00	0.37	
1074.00	0.37	
1077.00	0.37	
1080.00	0.37	
1083.00	0.38	
1086.00	0.38	
1089.00	0.38	
1092.00	0.38	
1095.00	0.38	
1098.00	0.39	
1101.00	0.39	
1104.00	0.39	
1107.00	0.39	
1110.00	0.39	
1113.00	0.40	
1116.00	0.40	
1119.00	0.40	
1122.00	0.40	
1125.00	0.40	
1128.00	0.41	
1131.00	0.41	
1134.00	0.41	
1137.00	0.41	
1140.00	0.41	
1143.00	0.42	
1146.00	0.42	
1149.00	0.42	
1152.00	0.42	
1155.00	0.42	
1158.00	0.43	
1161.00	0.43	
1164.00	0.43	
1167.00	0.43	
1170.00	0.44	
1173.00	0.44	
1176.00	0.44	
1179.00	0.44	
1182.00	0.45	
1185.00	0.45	
1188.00	0.45	
1191.00	0.45	
1194.00	0.46	
1197.00	0.46	
1200.00	0.46	
1203.00	0.46	
1206.00	0.46	
1209.00	0.47	
1212.00	0.47	
1215.00	0.47	
1218.00	0.47	
1221.00	0.48	
1224.00	0.48	
1227.00	0.48	
1230.00	0.49	
1233.00	0.49	
1236.00	0.49	
1239.00	0.49	
1242.00	0.50	
1245.00	0.50	
1248.00	0.50	
1251.00	0.50	
1254.00	0.51	
1257.00	0.51	
1260.00	0.51	
1263.00	0.52	
1266.00	0.52	
1269.00	0.52	
1272.00	0.52	
1275.00	0.53	
1278.00	0.53	
1281.00	0.53	
1284.00	0.54	
1287.00	0.54	
1290.00	0.54	
1293.00	0.54	
1296.00	0.55	
1299.00	0.55	
1302.00	0.55	
1305.00	0.56	
1308.00	0.56	
1311.00	0.56	
1314.00	0.57	
1317.00	0.57	
1320.00	0.57	
1323.00	0.58	
1326.00	0.58	
1329.00	0.58	
1332.00	0.59	
1335.00	0.59	
1338.00	0.59	
1341.00	0.60	
1344.00	0.60	
1347.00	0.60	
1350.00	0.61	
1353.00	0.61	
1356.00	0.61	
1359.00	0.62	
1362.00	0.62	
1365.00	0.63	
1368.00	0.63	
1371.00	0.63	
1374.00	0.64	
1377.00	0.64	
1380.00	0.64	
1383.00	0.65	
1386.00	0.65	
1389.00	0.66	
1392.00	0.66	
1395.00	0.66	
1398.00	0.67	
1401.00	0.67	
1404.00	0.68	
1407.00	0.68	
1410.00	0.68	
1413.00	0.69	
1416.00	0.69	
1419.00	0.70	
1422.00	0.70	
1425.00	0.71	
1428.00	0.71	
1431.00	0.71	
1434.00	0.72	
1437.00	0.72	
1440.00	0.73	
1443.00	0.73	
1446.00	0.74	
1449.00	0.74	
1452.00	0.75	
1455.00	0.75	
1458.00	0.76	
1461.00	0.76	
1464.00	0.77	
1467.00	0.77	
1470.00	0.78	
1473.00	0.78	
1476.00	0.79	
1479.00	0.79	
1482.00	0.80	
1485.00	0.80	
1488.00	0.81	
1491.00	0.81	
1494.00	0.82	
1497.00	0.82	
1500.00	0.83	
1503.00	0.83	
1506.00	0.84	
1509.00	0.84	
1512.00	0.85	
1515.00	0.86	
1518.00	0.86	
1521.00	0.87	
1524.00	0.87	
1527.00	0.88	
1530.00	0.89	
1533.00	0.89	
1536.00	0.90	
1539.00	0.90	
1542.00	0.91	
1545.00	0.92	
1548.00	0.92	
1551.00	0.93	
1554.00	0.94	
1557.00	0.94	
1560.00	0.95	
1563.00	0.96	
1566.00	0.96	
1569.00	0.97	
1572.00	0.98	
1575.00	0.98	
1578.00	0.99	
1581.00	1.00	
1584.00	1.00	
1587.00	1.01	
1590.00	1.02	
1593.00	1.03	
1596.00	1.03	
1599.00	1.04	
1602.00	1.05	
1605.00	1.06	
1608.00	1.06	
1611.00	1.07	
1614.00	1.08	
1617.00	1.09	
1620.00	1.10	
1623.00	1.10	
1626.00	1.11	
1629.00	1.12	
1632.00	1.13	
1635.00	1.14	
1638.00	1.15	
1641.00	1.15	
1644.00	1.16	
1647.00	1.17	
1650.00	1.18	
1653.00	1.19	
1656.00	1.20	
1659.00	1.21	
1662.00	1.22	
1665.00	1.22	
1668.00	1.23	
1671.00	1.24	
1674.00	1.25	
1677.00	1.26	
1680.00	1.27	
1683.00	1.28	
1686.00	1.29	
1689.00	1.30	
1692.00	1.31	
1695.00	1.32	
1698.00	1.33	
1701.00	1.34	
1704.00	1.35	
1707.00	1.36	
1710.00	1.37	
1713.00	1.38	
1716.00	1.39	
1719.00	1.40	
1722.00	1.41	
1725.00	1.42	
1728.00	1.43	
1731.00	1.45	
1734.00	1.46	
1737.00	1.47	
1740.00	1.48	
1743.00	1.49	
1746.00	1.50	
1749.00	1.51	
1752.00	1.52	
1755.00	1.53	
1758.00	1.54	
1761.00	1.55	
1764.00	1.57	
1767.00	1.58	
1770.00	1.59	
1773.00	1.60	
1776.00	1.61	
1779.00	1.62	
1782.00	1.63	
1785.00	1.64	
1788.00	1.65	
1791.00	1.67	
1794.00	1.68	
1797.00	1.69	
1800.00	1.70	
1803.00	1.71	
1806.00	1.72	
1809.00	1.73	
1812.00	1.74	
1815.00	1.75	
1818.00	1.76	
1821.00	1.77	
1824.00	1.78	
1827.00	1.79	
1830.00	1.80	
1833.00	1.81	
1836.00	1.82	
1839.00	1.83	
1842.00	1.84	
1845.00	1.85	
1848.00	1.86	
1851.00	1.87	
1854.00	1.88	
1857.00	1.88	
1860.00	1.89	
1863.00	1.90	
1866.00	1.91	
1869.00	1.91	
1872.00	1.92	
1875.00	1.93	
1878.00	1.94	
1881.00	1.94	
1884.00	1.95	
1887.00	1.95	
1890.00	1.96	
1893.00	1.96	
1896.00	1.97	
1899.00	1.97	
1902.00	1.98	
1905.00	1.98	
1908.00	1.98	
1911.00	1.99	
1914.00	1.99	
1917.00	1.99	
1920.00	1.99	
1923.00	2.00	
1926.00	2.00	
1929.00	2.00	
1932.00	2.00	
1935.00	2.00	
1938.00	2.00	
1941.00	2.00	
1944.00	2.00	
1947.00	2.00	
1950.00	2.00	
1953.00	1.99	
1956.00	1.99	
1959.00	1.99	
1962.00	1.99	
1965.00	1.98	
1968.00	1.98	
1971.00	1.98	
1974.00	1.97	
1977.00	1.97	
1980.00	1.96	
1983.00	1.96	
1986.00	1.96	
1989.00	1.95	
1992.00	1.94	
1995.00	1.94	
1998.00	1.93	
2001.00	1.93	
2004.00	1.92	
2007.00	1.91	
2010.00	1.91	
2013.00	1.90	
2016.00	1.89	
2019.00	1.88	
2022.00	1.88	
2025.00	1.87	
2028.00	1.86	
2031.00	1.85	
2034.00	1.84	
2037.00	1.84	
2040.00	1.83	
2043.00	1.82	
2046.00	1.81	
2049.00	1.80	
2052.00	1.79	
2055.00	1.78	
2058.00	1.78	
2061.00	1.77	
2064.00	1.76	
2067.00	1.75	
2070.00	1.74	
2073.00	1.73	
2076.00	1.72	
2079.00	1.71	
2082.00	1.70	
2085.00	1.69	
2088.00	1.68	
2091.00	1.67	
2094.00	1.66	
2097.00	1.65	
2100.00	1.64	
2103.00	1.64	
2106.00	1.63	
2109.00	1.62	
2112.00	1.61	
2115.00	1.60	
2118.00	1.59	
2121.00	1.58	
2124.00	1.57	
2127.00	1.56	
2130.00	1.55	
2133.00	1.54	
2136.00	1.53	
2139.00	1.52	
2142.00	1.52	
2145.00	1.51	
2148.00	1.50	
2151.00	1.49	
2154.00	1.48	
2157.00	1.47	
2160.00	1.46	
2163.00	1.45	
2166.00	1.45	
2169.00	1.44	
2172.00	1.43	
2175.00	1.42	
2178.00	1.41	
2181.00	1.40	
2184.00	1.39	
2187.00	1.39	
2190.00	1.38	
2193.00	1.37	
2196.00	1.36	
2199.00	1.35	
2202.00	1.35	
2205.00	1.34	
2208.00	1.33	
2211.00	1.32	
2214.00	1.32	
2217.00	1.31	
2220.00	1.30	
2223.00	1.29	
2226.00	1.29	
2229.00	1.28	
2232.00	1.27	
2235.00	1.26	
2238.00	1.26	
2241.00	1.25	
2244.00	1.24	
2247.00	1.24	
2250.00	1.23	
2253.00	1.22	
2256.00	1.22	
2259.00	1.21	
2262.00	1.20	
2265.00	1.20	
2268.00	1.19	
2271.00	1.18	
2274.00	1.18	
2277.00	1.17	
2280.00	1.16	
2283.00	1.16	
2286.00	1.15	
2289.00	1.15	
2292.00	1.14	
2295.00	1.13	
2298.00	1.13	
2301.00	1.12	
2304.00	1.12	
2307.00	1.11	
2310.00	1.10	
2313.00	1.10	
2316.00	1.09	
2319.00	1.09	
2322.00	1.08	
2325.00	1.08	
2328.00	1.07	
2331.00	1.07	
2334.00	1.06	
2337.00	1.05	
2340.00	1.05	
2343.00	1.04	
2346.00	1.04	
2349.00	1.03	
2352.00	1.03	
2355.00	1.02	
2358.00	1.02	
2361.00	1.01	
2364.00	1.01	
2367.00	1.00	
2370.00	1.00	
2373.00	0.99	
2376.00	0.99	
2379.00	0.99	
2382.00	0.98	
2385.00	0.98	
2388.00	0.97	
2391.00	0.97	
2394.00	0.96	
2397.00	0.96	
2400.00	0.95	
2403.00	0.95	
2406.00	0.95	
2409.00	0.94	
2412.00	0.94	
2415.00	0.93	
2418.00	0.93	
2421.00	0.92	
2424.00	0.92	
2427.00	0.92	
2430.00	0.91	
2433.00	0.91	
2436.00	0.90	
2439.00	0.90	
2442.00	0.90	
2445.00	0.89	
2448.00	0.89	
2451.00	0.89	
2454.00	0.88	
2457.00	0.88	
2460.00	0.87	
2463.00	0.87	
2466.00	0.87	
2469.00	0.86	
2472.00	0.86	
2475.00	0.86	
2478.00	0.85	
2481.00	0.85	
2484.00	0.85	
2487.00	0.84	
2490.00	0.84	
2493.00	0.84	
2496.00	0.83	
2499.00	0.83	
2502.00	0.83	
2505.00	0.82	
2508.00	0.82	
2511.00	0.82	
2514.00	0.81	
2517.00	0.81	
2520.00	0.81	
2523.00	0.80	
2526.00	0.80	
2529.00	0.80	
2532.00	0.79	
2535.00	0.79	
2538.00	0.79	
2541.00	0.79	
2544.00	0.78	
2547.00	0.78	
2550.00	0.78	
2553.00	0.77	
2556.00	0.77	
2559.00	0.77	
2562.00	0.76	
2565.00	0.76	
2568.00	0.76	
2571.00	0.76	
2574.00	0.75	
2577.00	0.75	
2580.00	0.75	
2583.00	0.75	
2586.00	0.74	
2589.00	0.74	
2592.00	0.74	
2595.00	0.74	
2598.00	0.73	
2601.00	0.73	
2604.00	0.73	
2607.00	0.73	
2610.00	0.72	
2613.00	0.72	
2616.00	0.72	
2619.00	0.72	
2622.00	0.71	
2625.00	0.71	
2628.00	0.71	
2631.00	0.71	
2634.00	0.70	
2637.00	0.70	
2640.00	0.70	
2643.00	0.70	
2646.00	0.69	
2649.00	0.69	
2652.00	0.69	
2655.00	0.69	
2658.00	0.69	
2661.00	0.68	
2664.00	0.68	
2667.00	0.68	
2670.00	0.68	
2673.00	0.67	
2676.00	0.67	
2679.00	0.67	
2682.00	0.67	
2685.00	0.67	
2688.00	0.66	
2691.00	0.66	
2694.00	0.66	
2697.00	0.66	
2700.00	0.66	
2703.00	0.65	
2706.00	0.65	
2709.00	0.65	
2712.00	0.65	
2715.00	0.65	
2718.00	0.64	
2721.00	0.64	
2724.00	0.64	
2727.00	0.64	
2730.00	0.64	
2733.00	0.63	
2736.00	0.63	
2739.00	0.63	
2742.00	0.63	
2745.00	0.63	
2748.00	0.62	
2751.00	0.62	
2754.00	0.62	
2757.00	0.62	
2760.00	0.62	
2763.00	0.62	
2766.00	0.61	
2769.00	0.61	
2772.00	0.61	
2775.00	0.61	
2778.00	0.61	
2781.00	0.61	
2784.00	0.60	
2787.00	0.60	
2790.00	0.60	
2793.00	0.60	
2796.00	0.60	
2799.00	0.59	
2802.00	0.59	
2805.00	0.59	
2808.00	0.59	
2811.00	0.59	
2814.00	0.59	
2817.00	0.59	
2820.00	0.58	
2823.00	0.58	
2826.00	0.58	
2829.00	0.58	
2832.00	0.58	
2835.00	0.58	
2838.00	0.57	
2841.00	0.57	
2844.00	0.57	
2847.00	0.57	
2850.00	0.57	
2853.00	0.57	
2856.00	0.57	
2859.00	0.56	
2862.00	0.56	
2865.00	0.56	
2868.00	0.56	
2871.00	0.56	
2874.00	0.56	
2877.00	0.56	
2880.00	0.55	
2883.00	0.55	
2886.00	0.55	
2889.00	0.55	
2892.00	0.55	
2895.00	0.55	
2898.00	0.55	
2901.00	0.54	
2904.00	0.54	
2907.00	0.54	
2910.00	0.54	
2913.00	0.54	
2916.00	0.54	
2919.00	0.54	
2922.00	0.53	
2925.00	0.53	
2928.00	0.53	
2931.00	0.53	
2934.00	0.53	
2937.00	0.53	
2940.00	0.53	
2943.00	0.53	
2946.00	0.52	
2949.00	0.52	
2952.00	0.52	
2955.00	0.52	
2958.00	0.52	
2961.00	0.52	
2964.00	0.52	
2967.00	0.52	
2970.00	0.51	
2973.00	0.51	
2976.00	0.51	
2979.00	0.51	
2982.00	0.51	
2985.00	0.51	
2988.00	0.51	
2991.00	0.51	
2994.00	0.51	
2997.00	0.50	
3000.00	0.50	
3003.00	0.50	
3006.00	0.50	
3009.00	0.50	
3012.00	0.50	
3015.00	0.50	
3018.00	0.50	
3021.00	0.50	
3024.00	0.49	
3027.00	0.49	
3030.00	0.49	
3033.00	0.49	
3036.00	0.49	
3039.00	0.49	
3042.00	0.49	
3045.00	0.49	
3048.00	0.49	
3051.00	0.48	
3054.00	0.48	
3057.00	0.48	
3060.00	0.48	
3063.00	0.48	
3066.00	0.48	
3069.00	0.48	
3072.00	0.48	
3075.00	0.48	
3078.00	0.48	
3081.00	0.47	
3084.00	0.47	
3087.00	0.47	
3090.00	0.47	
3093.00	0.47	
3096.00	0.47	
3099.00	0.47	
3102.00	0.47	
3105.00	0.47	
3108.00	0.47	
3111.00	0.46	
3114.00	0.46	
3117.00	0.46	
3120.00	0.46	
3123.00	0.46	
3126.00	0.46	
3129.00	0.46	
3132.00	0.46	
3135.00	0.46	
3138.00	0.46	
3141.00	0.45	
3144.00	0.45	
3147.00	0.45	
3150.00	0.45	
3153.00	0.45	
3156.00	0.45	
3159.00	0.45	
3162.00	0.45	
3165.00	0.45	
3168.00	0.45	
3171.00	0.45	
3174.00	0.44	
3177.00	0.44	
3180.00	0.44	
3183.00	0.44	
3186.00	0.44	
3189.00	0.44	
3192.00	0.44	
3195.00	0.44	
3198.00	0.44	
3201.00	0.44	
3204.00	0.44	
3207.00	0.44	
3210.00	0.43	
3213.00	0.43	
3216.00	0.43	
3219.00	0.43	
3222.00	0.43	
3225.00	0.43	
3228.00	0.43	
3231.00	0.43	
3234.00	0.43	
3237.00	0.43	
3240.00	0.43	
3243.00	0.43	
3246.00	0.43	
3249.00	0.42	
3252.00	0.42	
3255.00	0.42	
3258.00	0.42	
3261.00	0.42	
3264.00	0.42	
3267.00	0.42	
3270.00	0.42	
3273.00	0.42	
3276.00	0.42	
3279.00	0.42	
3282.00	0.42	
3285.00	0.42	
3288.00	0.41	
3291.00	0.41	
3294.00	0.41	
3297.00	0.41	
3300.00	0.41	
3303.00	0.41	
3306.00	0.41	
3309.00	0.41	
3312.00	0.41	
3315.00	0.41	
3318.00	0.41	
3321.00	0.41	
3324.00	0.41	
3327.00	0.40	
3330.00	0.40	
3333.00	0.40	
3336.00	0.40	
3339.00	0.40	
3342.00	0.40	
3345.00	0.40	
3348.00	0.40	
3351.00	0.40	
3354.00	0.40	
3357.00	0.40	
3360.00	0.40	
3363.00	0.40	
3366.00	0.40	
3369.00	0.40	
3372.00	0.39	
3375.00	0.39	
3378.00	0.39	
3381.00	0.39	
3384.00	0.39	
3387.00	0.39	
3390.00	0.39	
3393.00	0.39	
3396.00	0.39	
3399.00	0.39	
3402.00	0.39	
3405.00	0.39	
3408.00	0.39	
3411.00	0.39	
3414.00	0.39	
3417.00	0.38	
3420.00	0.38	
3423.00	0.38	
3426.00	0.38	
3429.00	0.38	
3432.00	0.38	
3435.00	0.38	
3438.00	0.38	
3441.00	0.38	
3444.00	0.38	
3447.00	0.38	
3450.00	0.38	
3453.00	0.38	
3456.00	0.38	
3459.00	0.38	
3462.00	0.38	
3465.00	0.37	
3468.00	0.37	
3471.00	0.37	
3474.00	0.37	
3477.00	0.37	
3480.00	0.37	
3483.00	0.37	
3486.00	0.37	
3489.00	0.37	
3492.00	0.37	
3495.00	0.37	
3498.00	0.37	
3501.00	0.37	
3504.00	0.37	
3507.00	0.37	
3510.00	0.37	
3513.00	0.37	
3516.00	0.37	
3519.00	0.36	
3522.00	0.36	
3525.00	0.36	
3528.00	0.36	
3531.00	0.36	
3534.00	0.36	
3537.00	0.36	
3540.00	0.36	
3543.00	0.36	
3546.00	0.36	
3549.00	0.36	
3552.00	0.36	
3555.00	0.36	
3558.00	0.36	
3561.00	0.36	
3564.00	0.36	
3567.00	0.36	
3570.00	0.36	
3573.00	0.35	
3576.00	0.35	
3579.00	0.35	
3582.00	0.35	
3585.00	0.35	
3588.00	0.35	
3591.00	0.35	
3594.00	0.35	
3597.00	0.35	
3600.00	0.35	
3603.00	0.35	
3606.00	0.35	
3609.00	0.35	
3612.00	0.35	
3615.00	0.35	
3618.00	0.35	
3621.00	0.35	
3624.00	0.35	
3627.00	0.35	
3630.00	0.34	
3633.00	0.34	
3636.00	0.34	
3639.00	0.34	
3642.00	0.34	
3645.00	0.34	
3648.00	0.34	
3651.00	0.34	
3654.00	0.34	
3657.00	0.34	
3660.00	0.34	
3663.00	0.34	
3666.00	0.34	
3669.00	0.34	
3672.00	0.34	
3675.00	0.34	
3678.00	0.34	
3681.00	0.34	
3684.00	0.34	
3687.00	0.34	
3690.00	0.34	
3693.00	0.33	
3696.00	0.33	
3699.00	0.33	
3702.00	0.33	
3705.00	0.33	
3708.00	0.33	
3711.00	0.33	
3714.00	0.33	
3717.00	0.33	
3720.00	0.33	
3723.00	0.33	
3726.00	0.33	
3729.00	0.33	
3732.00	0.33	
3735.00	0.33	
3738.00	0.33	
3741.00	0.33	
3744.00	0.33	
3747.00	0.33	
3750.00	0.33	
3753.00	0.33	
3756.00	0.33	
3759.00	0.32	
3762.00	0.32	
3765.00	0.32	
3768.00	0.32	
3771.00	0.32	
3774.00	0.32	
3777.00	0.32	
3780.00	0.32	
3783.00	0.32	
3786.00	0.32	
3789.00	0.32	
3792.00	0.32	
3795.00	0.32	
3798.00	0.32	
3801.00	0.32	
3804.00	0.32	
3807.00	0.32	
3810.00	0.32	
3813.00	0.32	
3816.00	0.32	
3819.00	0.32	
3822.00	0.32	
3825.00	0.32	
3828.00	0.32	
3831.00	0.31	
3834.00	0.31	
3837.00	0.31	
3840.00	0.31	
3843.00	0.31	
3846.00	0.31	
3849.00	0.31	
3852.00	0.31	
3855.00	0.31	
3858.00	0.31	
3861.00	0.31	
3864.00	0.31	
3867.00	0.31	
3870.00	0.31	
3873.00	0.31	
3876.00	0.31	
3879.00	0.31	
3882.00	0.31	
3885.00	0.31	
3888.00	0.31	
3891.00	0.31	
3894.00	0.31	
3897.00	0.31	
3900.00	0.31	
3903.00	0.31	
3906.00	0.31	
3909.00	0.30	
3912.00	0.30	
3915.00	0.30	
3918.00	0.30	
3921.00	0.30	
3924.00	0.30	
3927.00	0.30	
3930.00	0.30	
3933.00	0.30	
3936.00	0.30	
3939.00	0.30	
3942.00	0.30	
3945.00	0.30	
3948.00	0.30	
3951.00	0.30	
3954.00	0.30	
3957.00	0.30	
3960.00	0.30	
3963.00	0.30	
3966.00	0.30	
3969.00	0.30	
3972.00	0.30	
3975.00	0.30	
3978.00	0.30	
3981.00	0.30	
3984.00	0.30	
3987.00	0.30	
3990.00	0.29	
3993.00	0.29	
3996.00	0.29	
3999.00	0.29	
4002.00	0.29	
4005.00	0.29	
4008.00	0.29	
4011.00	0.29	
4014.00	0.29	
4017.00	0.29	
4020.00	0.29	
4023.00	0.29	
4026.00	0.29	
4029.00	0.29	
4032.00	0.29	
4035.00	0.29	
4038.00	0.29	
4041.00	0.29	
4044.00	0.29	
4047.00	0.29	
4050.00	0.29	
4053.00	0.29	
4056.00	0.29	
4059.00	0.29	
4062.00	0.29	
4065.00	0.29	
4068.00	0.29	
4071.00	0.29	
4074.00	0.29	
4077.00	0.29	
4080.00	0.28	
4083.00	0.28	
4086.00	0.28	
4089.00	0.28	
4092.00	0.28	
4095.00	0.28	
4098.00	0.28	
4101.00	0.28	
4104.00	0.28	
4107.00	0.28	
4110.00	0.28	
4113.00	0.28	
4116.00	0.28	
4119.00	0.28	
4122.00	0.28	
4125.00	0.28	
4128.00	0.28	
4131.00	0.28	
4134.00	0.28	
4137.00	0.28	
4140.00	0.28	
4143.00	0.28	
4146.00	0.28	
4149.00	0.28	
4152.00	0.28	
4155.00	0.28	
4158.00	0.28	
4161.00	0.28	
4164.00	0.28	
4167.00	0.28	
4170.00	0.28	
4173.00	0.28	
4176.00	0.27	
4179.00	0.27	
4182.00	0.27	
4185.00	0.27	
4188.00	0.27	
4191.00	0.27	
4194.00	0.27	
4197.00	0.27	
4200.00	0.27	
4203.00	0.27	
4206.00	0.27	
4209.00	0.27	
4212.00	0.27	
4215.00	0.27	
4218.00	0.27	
4221.00	0.27	
4224.00	0.27	
4227.00	0.27	
4230.00	0.27	
4233.00	0.27	
4236.00	0.27	
4239.00	0.27	
4242.00	0.27	
4245.00	0.27	
4248.00	0.27	
4251.00	0.27	
4254.00	0.27	
4257.00	0.27	
4260.00	0.27	
4263.00	0.27	
4266.00	0.27	
4269.00	0.27	
4272.00	0.27	
4275.00	0.27	
4278.00	0.27	
