s[cm]   Vpp[mV]
5.00	52.00
4.50	60.00
4.00	74.00
3.50	94.00
3.00	118.00
2.50	152.00
2.00	188.00
1.50	232.00
1.00	278.00
0.50	304.00
0.00	310.00
-0.50	286.00
-1.00	254.00
-1.50	208.00
-2.00	168.00
-2.50	134.00
-3.00	104.00
-3.50	82.00
-4.00	64.00
-4.50	54.00
-5.00	44.00
-5.50	36.00
-6.00	29.60
-6.50	25.60
-7.00	21.60
-7.50	19.20
-8.00	16.40
-8.50	15.20
-9.00	13.20
-9.50	12.20
-10.00	11.00
